SALE_ID,INVOICE_TK,PRODUCT_TK,BILLING_ACCOUNT_TK,ASSIGNED_USER_TK,SALE_QUANTITY,SALE_LIST_PRICE_AMOUNT,SALE_DISCOUNT_TYPE,SALE_DISCOUNT_VALUE,SALE_VAT_VALUE
A036EC8C-967E-82F6-1F74-2743CD2A4E5E,293,309,73,3,96,1.38,Pct,14,0
AC18BAE7-3E1A-91BF-8265-69FEA66D7A1E,105,1559,47,20,54,3.08,Amt,16,0.175
9E158317-91E0-82F7-AA91-F0A3D8A21CC7,10,1445,36,9,19,4.09,Amt,14,0
1D6C4A25-7F0B-133F-1D33-EC50C73DB30E,208,537,36,7,46,3.5,Pct,9,0.2
CD50565F-DCC2-FAB3-57D2-96C0BD377D63,70,772,20,14,12,3.46,Amt,18,0.175
01C96B22-66F1-2DCB-54E2-C531F89BB3E2,17,996,6,4,23,3.83,Amt,18,0.2
B7BEF12F-F6A4-E0D3-0885-8F4271B544EF,221,1461,51,15,43,2.79,Pct,2,0.2
62B28841-5CB9-492A-4774-790890A3B59C,125,1253,84,17,74,2.64,Pct,19,0.175
C3B66F65-03AA-D7F4-DD0C-2188E50F9570,152,1549,82,15,75,2,Amt,3,0.05
1DE737C5-20F6-94B2-6B6F-E3C7628767B1,148,765,29,14,46,3.03,Amt,10,0.075
CCC55A72-7733-E231-C812-B866B0D1B4DB,4,1145,67,14,73,3.28,Amt,11,0.05
22B560EA-AF26-F558-C7A0-298A4B814D5A,129,306,13,6,38,2,Pct,18,0.2
C4C1DA42-EA20-EC92-D25F-5A74B4CEBE47,75,821,8,2,47,4.71,Amt,20,0
DA2AEC1C-2B84-F2F6-8BE5-10A24FBDEDA0,300,843,89,10,17,2.46,Amt,2,0
200CBBF3-2602-A16D-76F7-87ABE7C6A0F8,95,1072,51,9,56,4.53,Amt,10,0.175
C979AD88-E058-01E2-E905-9B9C7FF9F6BB,55,1271,19,11,51,3.88,Pct,3,0.175
A7248E19-99F7-201D-5390-0BC6AF37B6F7,265,13,87,11,41,3.81,Amt,15,0.05
5F59D7F3-EF71-63FC-5D22-656D50C0BFC4,188,1141,77,11,24,3.04,Amt,11,0.2
097E05B8-CC01-C4B9-DB6B-07EA6066DC69,223,301,66,16,24,3.91,Amt,16,0.175
2AE16078-373A-11F0-B4C4-CD242F77EC92,260,604,7,9,54,1.08,Amt,12,0.175
87FFE799-856B-2F19-99E8-6AD58878B127,189,666,36,18,48,1.32,Amt,16,0
E59644F4-891C-A3D7-6033-59B25F731783,136,49,3,2,11,1.93,Pct,18,0
73E4C00D-5ABF-7367-BEF0-31EAAB27EA36,60,572,87,12,42,3.76,Amt,8,0.175
0E43F9A4-56CC-825F-B02F-861D04C1113B,55,952,80,3,81,1.98,Pct,18,0.05
6C33A0B2-00A3-2CFF-E2EE-B16ADF9C1370,69,1391,94,12,36,2.87,Amt,12,0.075
C5DA5A3E-E043-440B-33BB-2B142125954C,280,850,53,15,30,2.83,Amt,20,0
1F3EC371-E9F1-E999-DE3C-41A6E96FD0C0,228,81,53,7,75,1.3,Pct,14,0.05
BCDD7902-8B78-EB5D-A8ED-AA54105E48D8,108,1021,35,8,63,4.56,Pct,10,0.05
EF403876-E3E7-3D4D-0B01-20D504B08650,73,350,89,15,85,2.48,Amt,15,0.2
D656702E-C723-AA8B-D0B5-A94351C866C3,57,837,81,18,61,3.73,Pct,4,0
1DCE67FB-03D0-13B9-1167-E2206AEDE0D4,61,800,63,3,98,1.88,Pct,15,0.05
A2291D88-C513-0EB2-1D0F-594C26DDBE6F,198,1404,6,4,80,2.12,Pct,15,0.05
59446965-CEEB-320F-27B2-CEDB8B68118C,24,1544,40,18,67,4.65,Pct,16,0
7BC266BF-488A-3983-2DC9-E44A2D07BFDE,271,1241,20,2,39,4.58,Pct,3,0.2
FDAC3823-67BB-0558-9132-EF00BCCD9ED6,16,1543,94,17,5,4.17,Amt,16,0.05
6FDF0A90-EB6C-A339-9BD3-C577867F9C7D,298,988,85,12,60,3.45,Amt,18,0.2
951897EB-161C-653E-1E25-5B9A4ED99720,24,541,60,11,33,2.9,Pct,2,0
02B381EA-C062-ABDF-72B5-161E69837DA9,178,122,93,8,6,4.33,Pct,20,0.075
E8482E41-3EC0-3854-FD45-AC48D8B38977,236,550,46,1,77,4.95,Pct,15,0.075
37B2AB61-0642-B1F5-15AE-783E009DE0AF,193,1036,49,20,29,1.44,Amt,0,0.075
377B1B95-3715-0689-A80F-1827757124D5,143,54,44,19,95,2.81,Pct,15,0.075
63358352-1B1B-DA97-CC64-CBD661475B4F,3,1413,62,5,77,1.99,Pct,14,0.175
ED8AC06E-4C09-7714-0ECE-2C342923A86E,224,356,20,8,74,2.35,Pct,14,0.05
9A6473C9-E2D8-3A92-4DE4-2EE2B3C3D4E9,159,1048,62,1,68,3.05,Pct,13,0.2
A0F46E17-3B0E-1650-6E28-4F9FA0ED747F,292,540,56,2,54,3.57,Pct,20,0.175
58AC3C4F-4540-9F60-AD0D-1BC9762374C4,85,1030,11,12,68,1.18,Amt,3,0
3FF6209A-DAC6-4E31-211B-F5B26BD7439C,231,204,10,14,61,1.08,Amt,14,0.05
ACB4C791-5432-3490-10F8-B414437B5F46,90,1400,35,10,74,2.35,Pct,17,0.175
A7D54212-1455-5BBB-1139-DAF729276241,299,70,93,6,30,4.9,Pct,11,0
5FC9103D-2314-58C0-2E29-E1D4FB55D407,209,1191,63,13,97,4.27,Amt,10,0.05
8DDD7B9D-A454-359B-6AA4-3BB02568BE3B,78,368,46,15,24,2.58,Amt,13,0.2
3B5DA75F-399E-50F7-121F-8883087ECFAB,300,804,88,6,79,4.81,Amt,15,0.05
B77FDC0A-9C83-EA5E-23FC-93B5A3175E91,145,1457,27,16,26,4.57,Pct,18,0
7CE1DECD-FB9C-3794-A471-906261F1F0BF,239,360,21,14,55,1.34,Pct,3,0.2
E8EFD7A3-9181-323F-6812-B6FE6F86529D,174,1483,97,5,56,1.7,Pct,18,0.2
C5BF7D2D-C0F5-BD28-7B58-9197DF167915,254,988,81,2,64,1.94,Pct,9,0
6B7DA513-34DD-8F9B-10E6-6BAEABD257C8,200,92,39,15,98,2.82,Amt,4,0.2
865B9920-6A2B-E9E4-DA81-D928D8D0C35D,1,1275,61,9,69,4.27,Amt,10,0.2
2DEF6E94-4E10-D0EF-886F-67FF10EF76A5,261,1330,78,13,40,2.64,Pct,19,0.175
43D50DD0-2DDF-DB12-F205-7B7922FA7F0D,282,1130,73,16,92,3.46,Amt,7,0.2
C15FC4C8-7AAA-A0A7-5FAF-6722D9422B21,197,1246,54,11,75,2.16,Amt,4,0.175
5E958F0D-F9CC-7269-D01A-4F8BE2D40716,227,1172,36,10,22,1.83,Pct,10,0.2
4D503844-30EF-5752-C40E-D72FA020A2F9,26,1157,89,13,23,3.67,Amt,18,0
74599969-FFCB-D2B9-9DC6-0ED67A394EF8,271,733,50,2,84,2.58,Pct,6,0.2
4D2B9A5F-A561-34AA-DDFE-E9BFEF367865,101,430,23,16,24,2.17,Amt,8,0.075
CCD6EA55-44E2-31F7-F469-5B344DA7F5AE,186,54,22,18,76,3.19,Amt,15,0.2
533699DF-4834-2005-17EE-8EEFA9D4194B,171,213,21,6,89,1.89,Pct,15,0.175
9198338D-6D6E-AD71-E548-70996D57C50A,271,214,50,5,95,3.15,Pct,1,0.075
E8BE8A63-7A12-BA6E-BE7D-7BBE8B14335A,199,1098,66,16,16,1.57,Pct,5,0
0920E9D8-313E-70F5-93F0-EEC0D7ADC826,291,1351,25,15,3,4.99,Pct,12,0.05
66128518-897F-717B-DB0E-1193C8C36B1C,232,895,58,9,43,2.59,Amt,6,0
F7EF13CB-3542-898A-E238-FAA594B68790,142,1435,19,13,41,4.26,Pct,17,0.05
887755EA-65BF-F643-23FB-4FDB293BBE25,257,135,14,18,90,2.25,Pct,18,0.05
A9748D65-EB4E-0FD4-8DAD-56036AE77D95,165,870,19,3,82,4.53,Amt,6,0.175
01617873-9205-5F2A-3558-C6728F0A9220,143,6,86,14,91,3.87,Pct,10,0
5626FA5A-C13B-24DC-3561-7DA95163DDE9,276,260,17,16,11,2.73,Pct,13,0
ABB97C43-C230-5F3B-7443-46A282277E0B,17,1030,14,4,17,4.93,Amt,9,0.075
8EFB482D-8E6A-3557-1E17-33DD75DF86B0,283,100,64,13,86,1.26,Pct,8,0.075
22D51ACD-C3BB-9E31-3BC2-2DCFA093C262,291,823,50,16,1,3.41,Amt,15,0.2
F67778D2-9655-D26E-DC35-B01F540112A3,170,737,28,8,52,3.09,Amt,7,0
06D01340-AB2C-2E0B-0EFF-6F782CD66649,191,1049,13,12,14,3.73,Pct,4,0.2
A450EC68-0EE7-8F83-DF0A-B0FBB080AD58,179,506,85,20,49,2.35,Pct,4,0
0D96501D-1670-DC70-3711-5381D95CF06E,143,1144,14,17,89,3.8,Amt,16,0.2
695008D2-939F-9527-97D0-88FDB13AFAC1,15,1501,95,6,30,4.91,Pct,4,0.175
F6435851-C524-2561-7A79-B3C0E087E989,67,1108,34,11,50,1.39,Amt,20,0.2
402D1C1F-63CA-BF34-C125-DF623F17C887,233,41,79,8,80,4.29,Amt,1,0.075
80EC172E-25EA-3563-F9C2-FC109ABB836F,15,867,90,11,50,4.61,Amt,1,0.075
DED9ED41-02A2-70B0-DEC7-49A920C970D9,252,831,74,4,71,4.04,Amt,11,0.075
5B50B810-2B80-4449-263C-1E8F08BE66E5,187,207,98,4,61,4.12,Pct,18,0.2
AAA50A8C-3204-064D-29BE-3C14F91ABE71,44,1542,50,20,82,4.47,Amt,4,0.05
9D6DFCAD-4C3D-409C-F329-5E2A38983F26,168,1106,68,8,21,4.09,Pct,13,0
50886F45-B6B7-8C43-F911-65FACFDE4D1F,129,636,34,8,21,4.06,Pct,15,0.175
78033176-C782-E2AF-2F85-C34F9F6EA7BD,195,263,3,10,8,1.91,Amt,7,0.05
AC3C6A34-C1F4-B790-6E37-D14EFB94D06B,145,904,61,14,57,3.54,Pct,12,0
0C46D92A-057E-45F7-FC67-39E6C0567CA5,206,875,67,19,59,4.78,Amt,1,0.05
A3F2D486-B80C-55CF-ACBD-F5101F28EF73,190,146,40,1,22,2.91,Amt,17,0.075
CFB9A147-4861-9F26-B1F4-E34F4B1947A0,174,1251,37,10,37,2.82,Pct,5,0.05
888BE048-EFD8-EA2B-ABF4-69DF2533F247,80,1374,100,14,5,2.66,Amt,10,0
FDE1C06A-37DC-FB52-514F-F577887AB689,78,1352,76,6,24,4.26,Pct,15,0.05
AC43418D-807B-D835-6484-4CFE2F2A2EF2,146,623,46,3,49,2.75,Amt,4,0
1800703E-4241-F0EB-D0D6-4380EC9AFE42,213,1133,57,4,14,4.68,Amt,5,0.05
A97D6CA4-D449-D83F-7E24-A142E3211E21,261,74,44,2,53,2.05,Amt,6,0.075
0DC33651-FB34-4650-8E89-2D4070E13E90,56,832,28,7,52,4.14,Amt,13,0.175
3AF7DB53-EDB6-3A56-3F51-907DB53EF50F,5,488,63,5,23,3.84,Amt,9,0.05
C78C0B6A-C3DE-9E9B-82B5-DC0918F88356,52,825,63,1,89,2.51,Amt,5,0.075
566BADD4-65F3-1488-326A-8645CF39FB0D,98,1261,69,13,34,3.97,Pct,2,0.05
8F9FA92A-D3B2-721D-96BC-152FA5020663,4,1554,70,11,48,2.41,Amt,10,0.05
6F1F8FF3-B5AB-DD10-6525-E5365F745FC5,291,573,54,8,19,4.59,Pct,9,0
C6A6B04C-F18B-EDB3-7D10-504740B145DD,86,1144,100,13,40,4.45,Amt,10,0.05
93374090-C2C6-A4C3-030C-E3D1045288E9,186,1328,7,20,60,3.77,Pct,6,0.075
F575325F-76A4-C4BE-0853-AA9C6EB48B08,165,1504,95,15,94,4.37,Pct,11,0
E8580C03-8C22-320E-F189-0D3454EBF339,271,1541,70,20,29,1.29,Amt,18,0.175
5801CBFF-C97E-0014-5EB5-D4218CD85F64,5,466,61,2,50,1,Amt,5,0
4663FBB2-E470-346B-6367-925C9240105F,92,697,99,2,100,1.24,Amt,19,0.2
753DCBB8-7EB0-46E1-EC9C-C19A37BEC950,179,1394,80,19,13,3.02,Pct,10,0.05
B5D134B2-E7ED-84DD-41C5-EC4C65283EF9,252,81,68,4,57,1.18,Pct,3,0
223FCC08-65DC-40F2-4552-B4096BD92327,118,219,2,12,4,2.43,Pct,16,0.075
02446F43-29F0-3C77-0727-E15ACA9B13B4,192,1146,95,13,38,2.81,Amt,16,0.175
65973032-832D-3AA8-563C-51E7E94B8AF4,5,980,83,17,57,4.52,Amt,9,0
D561A918-B784-BAB3-2182-C5A323CB7306,97,544,19,11,87,1.74,Amt,2,0.2
656FDF9F-BDDB-BB4A-99EB-45F858455A33,295,348,85,19,48,4.2,Amt,9,0.05
B3C7CE92-8AD9-E4E1-5058-579287CF1C06,297,439,34,8,29,2.24,Amt,2,0.175
140B9DF6-A7D6-847B-2F5B-4FB2EF775E0A,138,624,25,20,41,3.24,Pct,19,0.05
4EE1A3E2-C7FB-2264-9299-D9EC9341A2CC,228,168,52,5,40,1.09,Amt,13,0.175
BC7453AA-37E8-4ED1-970A-A65A2DAEA3E5,250,966,98,17,69,1.16,Amt,11,0.05
D0AB989A-628C-DF62-950B-E20A7148EF2A,99,956,78,1,94,3.86,Amt,4,0
8E97A37D-C1EB-5097-213C-135AA67BAA32,244,1030,17,3,73,4.54,Amt,6,0.05
2664B91A-924D-053B-CC0D-EC28A5689C3B,156,1108,34,19,17,3.05,Pct,17,0.075
0F60F8D0-DE66-7F82-BC7B-08D3A2650FAB,135,1116,14,8,74,2.89,Pct,18,0.075
13215D2F-A14A-120F-914E-0042D6AB4FF0,265,661,100,16,33,1.83,Amt,10,0
EC98BFDB-AEA2-E7A7-F04B-26C2F91FCFEB,102,468,18,17,61,4.09,Pct,3,0.075
661E20D4-6355-570F-E30B-2F94CEDB3766,269,681,68,5,53,1.28,Amt,10,0.2
96789411-DD76-F1DB-F578-189B8A445F59,270,245,46,13,10,2.77,Amt,16,0.05
549BE5AD-0479-8100-8B2E-A488361E2878,85,1210,93,12,31,2.78,Pct,2,0.2
2B56BB33-F20B-F4F2-74B5-3E37C0CD1C6D,189,104,50,17,83,2.29,Amt,13,0
969C2043-F64D-C539-D443-56C64A112A43,275,77,90,13,73,1.28,Pct,11,0.2
3E034724-A407-8247-863D-492C8F7653AA,71,884,5,12,35,1.65,Pct,8,0.2
69209399-F27A-EF9A-D94F-C132C4FCC03F,195,1495,34,13,46,2.46,Amt,16,0.075
49BE70E9-E8CB-9DB2-CA6D-14144C42805F,179,113,57,5,15,2.38,Amt,20,0.05
F0964533-1646-378A-10EF-9515EBB46BE0,297,336,10,18,92,3.66,Amt,4,0.075
EAC15B6E-70A7-26BD-3304-9F3D0012DC81,109,1533,94,10,86,3.73,Pct,16,0.075
243E6BA9-0D29-42B9-B17E-C82393D4B704,96,194,29,6,44,2.25,Amt,18,0
1F75B4C0-7FD4-5577-9796-43A91320CD67,288,488,8,11,77,4.68,Amt,10,0.075
B411798D-5623-B37F-2DA3-26478CF12427,158,334,47,2,33,4.61,Amt,10,0
293BE260-5F59-FA07-2D7B-F44A493FD3E0,215,683,59,2,51,2.4,Pct,14,0
84456977-AEA5-E3C1-EEB6-FF020B8949EA,203,851,79,15,72,1.7,Pct,0,0.2
776C1EB7-D5B3-617B-F426-E942178B4C51,20,456,10,7,36,1.24,Amt,18,0.05
2E15C523-C331-4464-7393-D0CB14616AC4,18,194,36,8,36,1.24,Amt,2,0
184CE725-EB30-1094-C7E7-0B186FE25292,140,1294,25,19,3,4.81,Amt,11,0.05
099BA862-4FF8-2732-53F2-23054179209F,259,1310,71,11,45,3.36,Amt,17,0.05
17EACB0A-7DF6-0564-42E6-751664883AC0,164,484,54,11,11,4.06,Pct,10,0.05
3E4D5D5C-D807-5AA9-65F8-87961C479D3D,150,237,19,2,90,1.94,Amt,2,0.075
3646676E-7504-F301-8FC6-5A3D652133A3,45,157,24,9,79,4.12,Amt,11,0
C59766F2-FB37-DDCE-2024-E01578980D52,111,912,26,4,100,3.74,Pct,0,0.075
F3D4467B-4E0A-8731-C381-0BAB3ADC3F9E,176,136,95,10,6,3.26,Pct,3,0.2
7E1C5757-A58D-A56C-4C20-6E11896D6559,46,936,10,1,78,1.07,Amt,14,0.2
2799449C-79F7-0D61-529F-9C38C2435D7B,231,587,66,2,87,3.43,Pct,12,0.075
3A20CB75-2506-501C-A4CC-8A11B00657DF,5,4,65,20,94,1.65,Amt,17,0.05
4A56F11E-FA8D-A98E-78C5-57ED6D231422,97,145,68,16,4,2.79,Amt,10,0.075
00FE6FA8-11DD-4049-FE58-1D3D87748CBD,117,897,69,12,35,4.89,Pct,7,0.175
39F0496F-33CB-E56E-34E6-0D66973DD1BC,123,934,22,11,20,1.11,Amt,8,0
578231FE-D242-11F2-6180-C344E94E564E,80,513,22,17,8,3.51,Amt,0,0.075
301DC077-9AF2-AA01-A2DB-75309742C027,119,610,91,8,59,4.55,Amt,10,0.075
F1A4CED7-A1A8-C079-55C3-AE22DD552316,175,1541,41,8,72,2.76,Amt,12,0.05
5EBB4E3D-AA18-49D9-10A6-69E1BE2F44C2,20,998,16,9,51,3.42,Amt,11,0.2
5A50AC25-8646-E944-1B8E-79B7A5F44ADF,78,105,14,9,23,1.61,Pct,3,0.075
37FE0248-11CB-6510-5B07-F94A43571556,246,1308,56,18,18,4.54,Pct,12,0.175
72E003AD-3968-FE3E-A951-EBDACBBC3080,36,741,62,4,68,2.27,Amt,14,0.2
8E38A5DE-604C-7C16-92B6-912536C3A8D1,99,1285,2,11,3,3.26,Amt,4,0.075
BC1F627E-C51C-E9D1-C500-61CD68AD9EAD,214,1344,9,16,67,1.57,Amt,13,0
9AF5E10C-6714-372C-E905-706CC47F894C,230,1113,48,8,22,4.56,Pct,5,0.05
95B95C3D-52B2-E752-AC9E-07CB14E5D912,275,951,43,7,67,1.59,Pct,20,0.075
3DD51D1C-A2EC-87AF-F32B-D0073C688C1C,143,51,74,8,89,1.66,Amt,2,0
B1E8F6F7-C333-1FAE-81DF-90693B163A80,281,1166,18,17,13,1.06,Pct,15,0.075
264CF67F-2D79-3114-4DE2-606D5AFD8FE6,29,50,40,18,5,3.63,Amt,18,0.175
EA3D18E8-2B98-B40A-21CB-04D4D6315C08,15,544,4,13,47,1.86,Amt,18,0.075
E403BFC3-4FC3-50AE-CCDB-19476E86C10F,127,1233,78,10,55,1.92,Pct,10,0.175
5B71DEB9-1842-7272-BCE1-B4EFD960C0C5,6,100,1,5,82,4.86,Pct,16,0.075
05A53A98-EDC7-EF14-D57E-6FB9D8D1B73B,247,1482,8,10,72,3.9,Amt,13,0
1AA88933-198D-87B4-5E9D-3E109DF4C8C0,162,389,40,17,45,1.04,Pct,4,0.05
D006EF23-9650-354F-F403-3A1C2CFE66C2,103,980,23,5,85,2.93,Amt,3,0.075
963239DE-C5E5-AC3F-7DD4-EA82388F2C07,62,1260,76,18,27,1.52,Amt,15,0.075
0157F10A-8B75-BCF3-01CC-0A560AFB5ABB,166,89,83,16,94,4.6,Pct,7,0.075
7C40EF75-4149-25F5-CFC2-A0A06070E590,281,1368,19,20,78,1.96,Pct,15,0.175
84309094-F730-C2CC-7BC5-87DF9708ABD4,83,743,54,10,10,1.8,Amt,20,0.2
32AC47FA-62C6-9EB8-188F-E23CFBA87B87,104,235,58,10,14,4.62,Pct,7,0.2
1E50909B-5A43-F69A-E8A5-9DD8776424C2,245,510,27,15,54,3.15,Pct,19,0.175
21E6E8A0-1EBB-E4F2-99B0-DD73FA3708CC,270,364,36,10,46,3.27,Pct,14,0.05
EB995925-2D22-9822-2D26-475F59133B29,124,128,93,5,55,2.12,Amt,18,0.175
99F63DD0-0ACE-EB17-878A-36D0E332D63D,106,336,77,3,97,4.75,Amt,9,0
DCFA1E22-2079-FFCE-67CE-3CF5A6235075,88,1389,61,4,96,2.66,Amt,18,0.2
1C017207-D59A-DAA8-AFEF-50F260B6E399,64,1111,81,17,16,1.62,Amt,1,0.2
00E93380-597F-CDA4-6E5B-059D31229677,218,970,31,15,31,4.58,Amt,10,0.2
AE5FC6E7-0535-8479-6066-0C62886A3681,45,318,74,15,73,3.71,Pct,17,0.2
EE9438F7-1FDE-AF8C-0F11-3E2E798A8FD1,66,517,29,12,72,2.04,Amt,11,0.05
CB63A782-7A21-EE48-E369-01CB58DC4EE3,91,1397,89,19,62,1.66,Amt,5,0.075
CF5E1FA6-9900-BF1D-0A42-ECBB0ECDB30B,141,1110,28,9,51,2.04,Pct,4,0
516CE6CF-7B74-DC82-1872-694988AC0411,298,1134,83,1,94,1.9,Pct,4,0.175
BB5C41CD-00F8-15C8-1CA3-FB20A33D999B,281,125,83,6,50,4.73,Amt,13,0.175
04D0DCB2-3D89-B91B-B217-177D45724889,175,628,21,10,43,3.58,Amt,0,0.05
E7936AC5-B5B9-50F6-503D-AF46FF084386,117,6,23,20,33,1.64,Pct,19,0.075
5E8E9BC2-80AB-48CB-72ED-C2BE9844C60D,92,1054,27,3,89,4.21,Amt,2,0.05
CD96C351-A61B-5C8F-028F-1131C5C5DA67,26,592,25,2,63,3.89,Pct,15,0.075
9D929472-9CC1-ED56-AA7A-327D16E82FE4,121,762,82,6,38,2.41,Pct,14,0.075
61ED7D78-BE84-0AA1-F1B1-8AA3372A3B75,207,1388,15,18,3,4.62,Amt,13,0.175
E08007B1-3E73-7A60-1067-D81D1422BC8B,168,935,90,20,94,3.06,Amt,20,0
36702605-4989-DA0D-68E6-73F536B68FB9,174,71,45,12,18,4.21,Amt,0,0.2
9A736EA4-6CB2-2D72-64B2-6F478E409717,107,919,88,8,29,3.99,Amt,9,0
246DCC43-59B1-A5A0-361A-D99D9BAB42AB,262,1306,71,4,97,1.17,Pct,19,0.2
2B82AB9D-78D0-6EB6-72AA-0A35C21D2EE8,258,1043,72,6,29,4.14,Amt,13,0.2
8E878FEC-8C50-83F7-8420-792C60BB280A,133,1133,88,8,77,3.3,Pct,6,0.2
5705519C-7760-E51F-6EED-CA83C63609B4,229,108,49,19,30,2.63,Pct,16,0.075
1A65FFD4-B11E-8A3F-3465-05E26BE4AF91,253,1536,100,5,93,3.47,Amt,1,0.2
FF1D56A9-0580-5BAA-C7AA-0EB0BB6BBB1E,160,1548,68,15,90,3.64,Pct,0,0.175
3C59D5C8-83C2-9465-96CB-B48BE636EAD7,241,741,93,19,57,1.73,Amt,10,0.2
49E0BD81-545C-3CEF-37E3-4EEDBDDED49A,256,653,53,18,64,1.47,Pct,11,0.075
E3F60B5C-67B3-AA65-6CD8-D17E32A91459,184,173,67,8,35,3.98,Amt,15,0.2
FE7BC0A3-E8B8-2651-9240-A8222B750E0F,11,26,1,6,26,4.03,Amt,20,0.2
B5B50C1C-3DF3-11DB-06FA-4F5B6A80894C,226,44,23,8,32,1.21,Pct,13,0
0EF434AD-4859-511C-70BB-938A8A6DA1DC,211,405,93,7,49,2.46,Amt,15,0.05
5A3486A9-6271-E7E7-7655-87844A1F37E2,212,354,39,2,88,1.13,Pct,1,0.075
88927B09-580F-CFAE-7447-CF9308ED3081,221,1,20,11,48,2.38,Amt,8,0.05
677CD324-624E-6485-3FE1-2C681C0909F7,278,58,25,8,38,1.85,Amt,1,0
D5A89149-3FC7-0052-F8CA-3F62955E18EC,131,96,95,18,92,4.05,Pct,8,0.075
1934AC88-F593-DA21-C672-22AD8C19F3EB,154,1438,1,4,2,2,Amt,7,0.175
9809322D-199D-B2E4-8FCC-C18308E3299D,91,51,83,7,44,2.59,Pct,17,0
2F508D44-C877-5B44-8A25-52B9236E8863,286,1125,28,13,16,2.69,Pct,15,0.2
82BFE2F7-BE17-081A-6280-8CAC246FFDD9,233,637,66,8,7,2.98,Amt,15,0.2
B6BBF63B-0D5F-0123-D901-2802D6C4607A,11,981,30,3,85,1.31,Amt,10,0.175
84F50336-5A84-1CDE-8FE5-4FE667F09E61,256,417,15,15,48,1.69,Pct,2,0.075
9B22ADF1-CFA4-547E-7BDA-6A2F42CA4A92,104,1358,25,19,51,1.45,Pct,17,0
70B3F8B3-36CF-E0FA-B07E-FBF9B21CB4B3,88,599,12,4,71,4.08,Pct,11,0.075
B27A2AFA-EC9A-3C74-D63B-2E7DCB268760,13,642,4,16,45,2.05,Pct,4,0.075
6A9A66C0-EDDE-4806-8BAC-45C56ED06324,296,1214,7,5,65,1.72,Amt,3,0.175
2D67B986-92FB-05C0-7430-E5CD709B3AA2,253,462,53,18,46,4.28,Pct,15,0.05
B6AE790D-6C55-A4D0-3A44-DCF42E0406FE,148,1241,36,11,3,1.29,Pct,19,0
A522589D-393C-1DB8-0A9C-836F712426E1,98,573,29,20,36,3.58,Pct,19,0.2
6EB962A0-517D-DB5D-EB44-4B38B5EE65CC,150,930,9,6,25,2.74,Amt,19,0.175
ED218AA1-9645-329F-A877-F07EEB0CC608,17,1475,8,20,30,1.79,Pct,8,0.05
5871B4AB-C4CA-798C-4C11-89E3CFB94C21,108,1313,79,19,97,3.62,Amt,10,0.175
F4187A92-379A-3A20-69AB-B2B25BCE4CB1,121,1044,29,19,76,1.38,Amt,15,0.05
C99FCC83-A7C1-8BBE-1875-12B8DE0CAA20,176,459,43,2,15,3.94,Amt,1,0.2
