CASE_ID|CASE_TK_RAND|CASE_CREATED_TK_RAND|CASE_MODIFIED_TK_RAND|CASE_CLOSED_TK_RAND|ACCOUNT_TK_RAND|ASSIGNED_USER_RAND
08438EE3-0E00-D1C0-8D41-2B3FBD1BA658|265|9|22|42|38|7
76B8047B-ADD0-AD70-F77B-AF3428613858|266|69|77|195|64|5
61B3AB01-0332-F0CB-C1F5-851CBB97A42A|267|181|198|123|73|1
76C07646-684E-90F7-1709-14D77A2C335A|268|122|103|70|22|9
2B4B4F80-0703-1792-6534-7C26C533CCE4|269|52|52|63|93|17
FD384C55-E525-2DB6-53CE-153E6AFE774F|270|17|11|66|93|5
1E140201-7E85-929A-0D9E-C185D32DB0BB|271|34|52|173|43|11
B92DA285-A15C-135E-354C-7BE9F83B3602|272|131|132|189|21|15
D5B9D6F2-038C-A36D-B91B-6D6FF9D26DE8|273|113|19|122|23|10
ED8748CB-47B1-C14A-A3E9-D3A941DB9D14|274|32|175|179|63|15
EE496A57-06A3-F533-AE57-290A262F32EE|275|139|62|151|82|4
32778796-8556-A446-1BF0-438C75049FB7|276|134|53|86|87|7
7C185526-44B0-4BB1-1E2A-E4227AAEE20A|277|126|44|140|38|18
4AB85CD6-0F0D-6DEE-EBB5-6947DD231316|278|39|2|166|54|15
2459C527-4E87-D093-0020-AC817A739B9D|279|177|104|162|100|8
25053080-101B-196A-4602-593D4CB5EA68|280|104|174|195|48|17
CC3B0E7E-FC07-1C4B-47C5-4042415D0936|281|160|58|198|86|8
A6F58EF9-8666-0DF2-4CAF-599385EC7BDB|282|38|3|25|18|9
9B60ACDC-C2CF-F16D-A23D-27558120D1F6|283|77|73|26|78|1
BFC72D1D-3F0B-A0BC-D28E-1AEBF1857B43|284|163|31|138|21|11
CC1B259E-087C-3F3B-62A3-1F1060031B03|285|144|151|186|62|5
2D218759-2F32-6CEE-8806-430C1A2EF652|286|45|169|16|18|10
9BB34D81-54CB-D104-874C-498CACD487B6|287|28|31|60|94|11
72CC5B1D-EB6B-4D1C-9CD4-52F5B17AD226|288|137|151|179|14|16
DC0DC28B-58E3-B57C-9B6F-1F021796CA35|289|123|16|154|37|6
5A8E9024-CADD-2AA6-6DCD-1A86A27F41EB|290|129|38|19|47|6
05A8DD14-1659-DF06-62CF-EC7B7B79FF3B|291|137|57|102|57|11
EECB520E-859D-FC58-B922-D3C94EA25248|292|15|129|127|84|6
C22B3DFE-9DD7-1862-81C0-4D98E2C8B062|293|25|131|68|24|13
723F8E86-9C4F-76CF-08ED-D1B254E2DDE7|294|8|101|127|77|6
356087CA-3EF0-010A-9523-E0152559DF87|295|97|40|42|33|14
BDCD3DFE-118B-6ECE-8065-8A14768594B3|296|152|90|154|23|13
C0AAB254-7B5A-ED56-0983-71C60568C013|297|141|45|29|50|1
3DC17832-9F42-78CF-64F7-0F175DABA2CD|298|98|165|116|17|15
076B7041-8486-7A0C-B23A-B70720B2EFC8|299|58|176|112|14|15
5FB7896E-36B2-3F28-079E-77430B140355|300|6|136|151|99|9
