CASE_ID,CASE_TK_RAND,CASE_CREATED_TK_RAND,CASE_MODIFIED_TK_RAND,CASE_CLOSED_TK_RAND,ACCOUNT_TK_RAND,ASSIGNED_USER_RAND
EB2689BC-4274-7A01-C395-EA6BB4A16DEF,107,506,408,34,95,18
F4A54BFB-057B-463E-CEB9-EEA0E383C042,108,335,645,60,83,12
870F8F4D-C4AC-E0CC-16A6-D00528E66FC2,109,122,60,25,82,1
4408E0E3-1361-F61F-C4AB-155D3EE9E714,110,466,695,32,36,1
1F28F430-BA97-E561-FE7F-5D87AF58BC97,111,307,449,35,84,20
CEFFBEC7-0021-1790-5B9A-60ACD83E071D,112,707,626,54,4,10
11ED8D74-19A4-AC31-8A3A-B3DB07A519E1,113,272,117,37,88,2
35EB85A1-62B6-58AE-E9BE-3EBB7F553900,114,587,458,18,31,19
F059C974-0BC4-89D1-E852-2F41776B03D0,115,307,402,20,49,1
52393EE9-1B3B-5380-1F64-11313859BC59,116,604,459,19,85,4
783ABB68-0A0E-82D2-E71F-89DBD5F08C3A,117,577,623,34,73,16
A45B7BC4-792B-1ACB-4FF5-BC385A5522CA,118,19,118,44,10,4
FDFE73DC-1137-611B-0039-6AC3BA28D3D0,119,377,349,7,37,18
E069221E-E917-21FC-8BD0-DECECDAEEE4E,120,334,513,20,85,6
7C1327C0-5BB5-91DA-13A4-ACEDACAFE78F,121,281,278,10,23,9
29387EA8-2090-8A68-7336-8841727FD367,122,136,125,3,91,5
C01A3E37-1789-6855-B9F6-C155CEC7B1FE,123,44,57,43,43,4
B2C15A4D-3AA0-70FE-A968-2E299E1A091E,124,204,581,56,33,20
6AB0F026-4766-7ABC-BF1C-4761B2E0C035,125,107,294,9,14,6
4186E293-1CAE-38D7-54BB-F0482248AB0E,126,284,446,52,92,15
D4C80A94-F454-90F0-BA27-81F72CBA08D2,127,465,223,55,80,4
31426EF8-6C5C-459D-AD22-D3D988963236,128,507,244,54,97,13
7CEC26D9-930F-F885-27A4-087CDAAD87BC,129,569,528,51,37,16
0AB120CD-C5D1-CAB0-31C2-298770D6B398,130,146,603,46,58,17
2481EE3F-A943-D14C-FD54-C4B33858BE2D,131,501,111,50,99,3
0A83AC8A-27D0-5C18-369F-1ED29D9BB6CE,132,331,434,47,76,6
9D90FA8F-3A98-212A-134A-F3BA498B805D,133,316,265,11,42,11
80F5FA40-B53D-E342-2D2B-A95CDEE54302,134,326,63,40,81,16
EF10A80C-61F2-06F9-0C68-7BB9DA70F96C,135,32,110,36,54,12
38129FD8-686B-4A36-CA79-293CBC3E3A5A,136,29,391,30,6,6
14972A26-26AF-79B5-485D-8166B1000AD2,137,602,284,28,26,17
54B69FD3-7EB3-9EB4-5176-B8B06AA3CA2C,138,160,57,29,73,6
3E228777-9C52-B1AA-5E9B-69AB43B0B0A2,139,664,78,17,48,6
9F7E5D63-B1C2-A1EB-7A61-C901DF5F06B1,140,672,302,5,50,2
2D58F63E-5D0C-C431-95AE-E7424B553058,141,36,680,30,89,1
4B2B829E-C59E-3878-EB1C-748283241071,142,438,653,34,28,19
AC73575A-A260-E526-38C0-996436839622,143,483,567,27,9,12
C93D1C58-B9CA-4129-277A-DE2C3DCCD053,144,314,124,36,9,1
D01C0E61-BC65-0765-F9E3-24613E0F3EEA,145,76,608,21,54,5
2BDA6318-237D-8BC6-78F9-006C8D9A15CE,146,227,126,9,68,19
DFE75E07-C4C0-E736-4B3C-C91E3BC36AC1,147,606,410,26,50,20
1D82C064-6C7E-FB85-00A7-2BD1D313BF0B,148,171,707,33,27,8
76C9E994-0EF6-D8C7-F50F-713AD4C27B10,149,187,97,47,1,6
6EF94C00-2956-C2EC-C54E-7191FAB96EDF,150,711,141,16,35,5
D9C1BA30-C923-38DC-30E0-BFD7F4881B71,151,185,248,41,4,13
07B23F6A-6052-8D94-FCFD-D2BD6167C47B,152,640,124,5,73,4
83A0E9F4-4B0E-4D6A-5680-6C657E294F21,153,541,491,18,74,18
13AD3694-E028-1F38-4307-CD6701D2B42C,154,486,721,60,54,3
59F3C7B2-CAF6-B260-8907-E8913E095B21,155,144,177,22,88,9
39702AC3-6357-297F-E9C0-465ABABA285A,156,178,18,14,47,4
A587B179-8063-10C9-371A-001F0FDF2AAA,157,707,220,60,99,7
BD06DB5C-E6D9-C05A-93EF-1BA4AA5CB759,158,426,719,31,98,7
A06762A7-15B6-0848-0102-06E401902B26,159,625,13,56,74,20
6AD29670-FDAA-7699-7C66-EA2D5D429C16,160,271,636,41,49,16
5BE9A2FA-7CFB-561E-0465-0868F22970CC,161,86,114,28,26,6
361E6CA2-FC29-5D4F-02A4-E52AF94A9791,162,173,130,14,37,17
E9832814-4008-F205-824D-E3B6974FF752,163,80,545,52,70,13
CF5C8D8B-4378-DCB6-428C-35EF589FC43D,164,467,37,27,47,7
CE7322BD-431C-6CF1-A115-108FDD0CA558,165,378,30,20,1,2
45D879B3-AB17-BAAD-0C56-3E0CBB08AB62,166,412,388,10,1,7
5E40D65A-CF47-EFF9-2167-90675C403F81,167,706,248,19,68,7
3A5FF67F-0846-AE13-0BBA-32BFF2A83DFF,168,247,115,12,12,12
B4562F1D-6B3C-44BD-2D2A-CDA079BA7EB1,169,161,718,6,15,13
1EBBD19F-CE63-01EB-BADA-BCD3E7F07A0D,170,706,624,52,53,1
2F85E5D5-FE25-714B-A8B1-49C01E9B1EC2,171,74,458,10,23,16
EABBCE28-DD48-106E-3F2B-C477F6A31602,172,104,57,9,6,2
DA60ECC6-414E-8DDD-21E3-A0B0F609AF89,173,45,23,56,51,19
A7FB8192-B88F-40A9-7B06-D60E15CB9365,174,590,692,34,25,14
7D452CB7-2365-7DE8-7747-280850E1D1EC,175,134,288,26,93,9
F36CF829-6CD4-E35C-7C09-C64F48539E23,176,630,76,45,82,14
C8B49DA7-E65B-5510-B0FB-804754C460B6,177,150,125,30,14,18
D1979987-7718-6B9F-C398-54E349733CE9,178,490,548,43,16,7
ABF2A33C-868C-6869-EA77-EB2A0C77503C,179,370,345,8,13,10
9C6F0520-C373-6612-5252-498E52485365,180,388,635,11,88,15
3115C3CC-0992-0AC4-D9BF-2549DDDEDD33,181,162,157,24,27,6
38D74FEA-5A1E-58F3-5908-7436B59FA747,182,9,504,23,84,2
7A53C7B3-961B-2D77-277A-69579A78CBDA,183,312,589,50,98,2
2C415CB2-12CF-3356-4EB9-7BA84549B50A,184,421,591,21,97,15
1D7DB33E-8495-CAE5-99CE-5132A758182D,185,651,244,60,19,18
5074695A-25DF-1386-9219-C99BB66D0792,186,5,565,41,12,2
50EC5DC4-B78C-051D-B9E4-5D127E11A91A,187,681,434,18,19,20
A185414D-4700-7248-867A-B982F0DCAF66,188,80,348,19,5,1
D30DABAF-4A6C-7D68-226A-4DA80E3E4CE0,189,104,221,2,52,20
CAC7704F-81CE-92A6-44F9-EE597130BBDA,190,228,615,12,28,15
A16E9C23-DED8-E541-795B-2FF151F6E5CE,191,126,303,56,78,16
B5E6F840-1F17-C8ED-C740-8DF8D3D5C771,192,717,299,40,99,10
3862A197-C6C4-16BB-5503-A43ACCF79623,193,727,229,52,57,2
1CCE7D15-BBA6-22BB-4CD0-A286352C36AA,194,532,368,33,90,16
C11F227E-4621-C5E3-A68A-205BB90A702C,195,340,593,29,46,17
98F07221-BF61-F8F5-6418-F677ABFE18CB,196,287,637,55,65,1
299BA129-C29E-7D21-57F0-5F055D4A8F51,197,495,303,44,92,11
FE942200-31C4-09D8-F36A-C23F93455997,198,681,211,26,28,11
4A519317-FE27-E911-3A89-6B2CDB0A811E,199,549,316,56,86,4
6D49655F-C93C-DBDE-1EF3-C52BA7643683,200,392,151,46,99,8
725978CE-B974-9058-9962-12D2918DB23E,201,326,102,43,80,17
C42B2A03-718B-65B0-DD84-3754549F7757,202,96,101,20,3,13
5A7EB83A-2BE7-672F-CCCC-72EEB56E156B,203,492,103,54,62,19
58974D28-A944-4DD8-06B8-66FBD867EC35,204,132,455,55,62,5
78428892-2AE9-EFF1-5641-1C0DCAB8E8DC,205,480,26,59,33,1
5AF22C37-03E8-BAE7-35F4-3F53852434E2,206,380,620,20,9,14
D9062AF7-C857-7EF0-2DEA-7AC304DF7E06,207,431,602,27,89,6
3AA1DB00-3EF2-39CC-FF75-28020AB8E2EF,208,721,245,12,70,7
F0467C7F-AC9D-6DE8-1E9E-C11FE11E70BC,209,394,260,26,1,1
79AC5AD3-862D-1497-51D5-7679AFEE73FC,210,607,436,24,75,19
F10ECEDA-8900-6A50-C978-4FF888610474,211,708,13,5,76,8
56368F75-4343-4E1A-25DF-8099D5C8E052,212,523,598,59,7,20
0B45EE41-0E9F-9003-4DD4-2A19612E7015,213,349,381,51,66,4
93F39CF4-FCDD-5D0F-7068-D9D72F81AD5C,214,411,167,31,21,16
DFFDA096-112F-C549-C2FF-B93B14619798,215,589,339,36,90,11
C094EEF1-E34F-47A0-D1EE-7D1AC3ACDB23,216,722,72,51,19,5
6B7A38A8-3F8E-EE16-4666-30199715913C,217,230,609,39,61,2
17CB083B-7C9D-D6D8-7AD0-FC766C0D94D2,218,571,75,17,91,12
6A543CA5-B8A6-D880-6E39-12FE11818316,219,709,368,6,8,1
4A9EF48D-7978-036E-F608-949EBF6301E9,220,457,575,10,87,16
55A3F885-32AC-1E6B-1CF3-AF3CF31B21D9,221,642,282,15,95,15
344F1A58-AF8B-2D00-4EEB-4098CC91C359,222,306,264,39,69,9
F42AA086-D8D2-12DA-79BE-7125196E4EBE,223,577,488,15,95,10
0B49B1C0-C332-D2C1-D177-BFA055DD2E8E,224,34,37,58,14,18
F14B563D-E678-722B-A7E4-C4F20B669911,225,71,400,18,32,17
B77B6D98-CB4B-B559-8BDE-1909E59891A0,226,300,54,54,93,3
247D7895-C098-308A-9B5C-E654E6830B8E,227,328,117,60,24,5
56BA5620-DEF4-EC4C-BEE6-C8EB8735CD20,228,429,728,38,3,15
0C6CD289-2EAE-433B-05D6-76A7C65F48E8,229,285,661,31,78,11
587C1105-8157-BED5-4FF1-D26BDD900C4D,230,593,408,37,47,13
0EA4C2EC-E6E4-E9E5-0794-D6FA6E375D58,231,583,603,56,77,17
EC6CCEF9-FD68-D746-71F8-8532E889DCCD,232,653,240,47,64,12
67229E0C-3EBF-613C-C9EA-E1FF866648D8,233,484,13,20,92,6
2FD6BB25-1A08-543C-269F-D53E0F403E2E,234,5,438,1,3,4
FBC8C4E2-C65A-4329-AA92-27E96C93CD38,235,114,722,44,85,18
B5F6B13F-7760-D61F-9D0C-599F76712BD8,236,242,25,40,50,8
A0AB2F17-EE32-A303-6BF6-F1C593F6A1A0,237,348,56,13,68,6
6671841C-613D-F42F-60B0-400A0294FCB3,238,301,39,45,92,8
075BF3A8-D220-CB17-5625-3BEFF1C21276,239,182,212,18,45,14
6522142B-944D-A730-9E79-260AF415FA1D,240,302,683,54,27,1
8B725AAF-FD80-A676-C81E-83E8BAB856FE,241,146,117,47,29,14
6E91E935-FAC6-237B-6E2C-243E29862FEA,242,202,143,3,68,10
E8015DA7-CEFA-5417-0335-0C9B60C694D4,243,18,180,9,99,4
20E30C72-CF90-2543-F985-F56D9DED5233,244,54,640,22,37,15
0E0C4901-E149-77E0-DC1A-BFE518512C5D,245,192,29,46,87,3
D025C4A9-AE40-A6F7-4815-AA06BC9EDDA5,246,572,613,32,1,10
F66943A5-6684-3086-7D35-2175090E415E,247,392,282,9,95,11
D7B08351-B3E1-2A87-6737-7D4DA0D7E9F6,248,469,302,50,60,12
BA993F23-7414-1511-C1B8-2767A0B8E1E8,249,499,443,37,52,11
438A26BE-8072-28FC-EECD-427A8A45CD6D,250,52,352,24,86,4
6C8A9397-73E0-C7F2-E347-92C059AB1017,251,216,216,52,46,11
355C3B96-94CF-0F4F-4AF7-46FFFE1FD920,252,566,39,49,70,2
B973D3E9-13FB-B508-BC74-7259E219E919,253,336,140,12,15,18
CF5E46A0-247B-8625-4E75-4464DD5002B2,254,570,605,37,78,20
0E59C592-6C13-3F58-6CE9-03A063BFB546,255,706,636,41,64,2
00BCE162-061D-8EDF-575D-C14C691B60EF,256,283,53,2,74,14
D67E86E7-8B01-6A32-9B15-CEC96D42E5B5,257,114,426,44,36,5
058D8C7F-0E25-1109-826F-7F6437AC42A5,258,705,210,8,85,14
1B79EFD6-62FF-59FB-379F-79B9C485EBEA,259,515,401,17,59,12
5A59A564-C33D-2D65-433D-870FB142ACDB,260,197,30,36,29,17
5C54DCB1-7FB6-903B-EDA1-E14322B942CD,261,565,525,56,80,7
4FA3C9CB-1ED9-AD6D-142B-4B15C0ED8543,262,698,465,52,64,16
418ED2EC-B465-0303-0D80-D441405740AE,263,588,5,17,70,4
42EFDAD2-91D2-38A0-4B65-EC44DC1E5808,264,138,512,39,36,4
EC9C5C8F-69D7-584F-BD29-8A7A0D68D143,265,341,616,13,83,18
00A3687D-4C2D-CF4F-0455-54780924A99A,266,296,235,39,51,20
286239FD-DCEA-830D-44C9-454664CA5036,267,184,364,4,62,6
F56F8B35-B87D-990C-42F6-52F89AF8290C,268,477,447,11,32,12
E609A4E9-B34E-B667-8902-6C1828609A79,269,383,48,3,55,7
5F680196-6057-A74F-FFF0-80B0C2177FC9,270,56,477,45,26,13
010B9A1C-7DF5-0DEE-B373-F7E07E61679F,271,25,503,29,97,10
851D1D53-636F-1F6E-3EF2-A95227DAFD22,272,479,535,35,75,2
677E158A-E2B4-4375-E782-F93733FB7C69,273,164,259,35,37,1
5C46CE44-1FFC-1867-4A5F-091B025CEE17,274,63,318,31,69,18
CAB1E5D8-DE7B-933E-1148-45F28F42C40F,275,553,630,36,32,10
38122ED4-CC75-7F93-943F-8578AB48449A,276,282,588,7,99,5
F737A1F2-611A-F1BE-7F56-A8D82EC8D81E,277,426,456,33,40,2
C39878A4-39FA-D764-C1D1-ADC9BA8237BA,278,645,561,50,1,4
17ED2DD0-4BD2-5930-6752-19F55C1B064B,279,300,490,30,54,8
EA2F88B2-92A6-6196-73ED-1DD14532F599,280,675,272,49,82,2
2C9E1DFF-630E-35BC-7871-FF2D348EEB9B,281,670,88,26,90,3
56F91907-A3DB-4621-1902-8E1F07312E44,282,489,596,51,3,10
40CB5304-5F97-D5C9-8055-37A253C45B75,283,471,535,1,45,9
8C004E00-F055-E327-8FB4-D494C4AD727A,284,369,553,50,3,12
8DFC833D-8042-2980-0A9D-7B3192FD6023,285,30,580,44,1,6
24E426E2-F0BD-FC54-201C-8AE867BBB05E,286,525,180,30,95,18
8DE63BB7-0CC0-3E3D-1360-BF1D911C6D05,287,151,433,8,23,4
328E9ED5-E8BE-E848-2DBC-27710491B191,288,118,9,23,51,10
5F67A081-4F7E-9E86-1BF4-5A2EDEBF4E18,289,547,675,12,87,11
F8A06695-3E7F-2789-E7AA-BD47F02AA3A5,290,78,524,19,65,16
6F71EB3C-1A95-C58A-11A3-9CB63A80F211,291,238,348,22,26,9
5E188D51-9639-8A26-504B-772A76B33197,292,529,17,45,90,3
B3FB5D6C-D6CD-5239-BCA2-70CF36614D53,293,464,571,53,26,19
E1A8698F-A57F-DDD5-CA0E-3B205DA4E22B,294,179,11,27,59,15
BF1FC62D-063A-F59C-863F-4F8217F0080D,295,351,543,15,82,6
52E2B259-0C98-B3B2-D851-9B9847D1AFAC,296,707,602,23,95,15
14441EC4-E92A-9361-2A33-19DB367C4E68,297,625,56,41,15,19
466C6AE9-BDA6-5BDC-C9AA-4DB1AADDEC24,298,389,194,59,3,9
1A8B2F33-6DFF-8C58-1F68-0953E754D1A7,299,142,83,8,33,18
F0A946B8-014A-DF3F-9B7E-57A382428202,300,381,369,24,7,6
AC6F34F1-FAA2-BFD9-DF06-8426760EEEFA,301,398,215,26,11,1
B26DBEB5-5497-DCF5-AD19-45C229E3E839,302,693,179,55,20,14
F721B303-2107-7CD1-63B0-5F6FBE2A0F36,303,171,579,56,82,3
1B977DB5-8FAE-82BC-FE90-BE15F7E85F93,304,209,698,5,32,3
BC4E2049-B2AF-FCF2-08F3-F1C02DC3D693,305,508,428,25,26,1
D247ACA7-A2EA-09CA-5670-2B817623D01E,306,394,445,19,57,1
CF57C0DB-69EF-BE93-58CE-5E1B344D0879,307,60,196,17,35,17
C5CF91C4-9D58-7EE7-84B2-310107A6243C,308,540,65,25,65,16
E97DF7DA-0646-8EE8-689E-334B10CB62F5,309,32,7,19,33,17
D74645E7-1392-99AE-C9C8-CEC9FEA23BAC,310,91,352,25,97,5
BB31250B-F374-D755-6FEA-851B9EFB4A81,311,10,707,53,64,5
6E37A39D-0D3D-038C-13F0-CC565AAE38F0,312,619,252,55,89,14
ED1282E8-A791-C573-CE29-AABAA4881E44,313,23,80,51,41,15
C4E23639-481F-A99C-B566-65632B2BCB45,314,472,485,30,61,14
D7F2A5E9-EEE0-9F34-ABD3-CBFF5E32D70F,315,583,186,33,98,3
84C45BA7-85D2-F9B9-F57B-742285F2D1BB,316,19,155,58,49,14
A99DE4F5-0614-5B78-3EE5-D229FE362AB8,317,692,625,52,63,11
C1B5767B-5D9C-BDBF-A7F2-30F19C3E6FEB,318,141,640,40,23,1
F0413FD0-8184-BC43-3663-26664B208A76,319,424,277,22,99,2
D46289BF-AAA4-9FEF-80A3-1E3F7FBBD71C,320,601,543,43,33,20
1E2378E9-F180-F74B-FD19-EA1D05EB9EC8,321,360,35,11,54,10
BA1B8D30-66EE-9613-8E6C-5A1BD6BA76E8,322,622,642,51,5,17
8843F2D8-F627-66EC-0A95-D950C8920F7A,323,557,14,33,16,12
821E90DD-E54C-CF34-A174-582859717749,324,282,653,27,61,4
F6375D0B-3FE1-EB7A-18CA-D885ED28551C,325,285,706,4,33,6
6B5E776F-B11C-EEE6-E995-E84C83C8E1FB,326,319,112,11,44,5
88A4F75F-4778-06F7-73A7-DF54750F250D,327,485,645,55,83,20
229745EB-6079-8440-E97C-1752AC29D3CA,328,33,594,8,80,8
85BFCA9E-9A34-51C5-A040-F72BB26D521D,329,19,229,15,54,16
6E597CB7-65F3-7A82-70B3-1276F39E82DD,330,579,653,46,81,7
E3EAF087-80D3-0467-D123-69EE4F41BFD4,331,174,586,50,90,11
C8A2CC12-8F2D-2C6B-E150-3DBA1912CABD,332,636,162,42,7,19
DC2C0D55-C4BA-6095-FEDF-C8334F2F2923,333,509,296,26,80,14
33DC6B0E-37BE-2DCA-AA19-49318DE77F35,334,520,48,15,85,14
91BB0EE8-317B-CCFD-61C2-B711366291E4,335,586,462,41,25,13
8C9DC9A1-260D-0E8D-1DEE-ACD2476BAE8A,336,372,551,53,2,8
A03631EF-A708-CC4C-1A5E-AFCE2F40AAF8,337,307,160,7,18,11
4CD7578A-CBDE-4853-103C-4B4906561172,338,138,333,43,76,6
8AD8AFAC-05E0-7285-A382-6651F3445113,339,613,534,56,9,13
6153DDDA-9F31-8093-D999-99844EEAEA85,340,229,116,51,29,2
6E3F32DF-B711-24D3-BBA3-52BEC4B48E0D,341,516,440,29,67,13
5A8497F0-655B-45EA-24E7-3D44BD422C77,342,253,197,16,88,1
FBE1291B-1C4E-FCB7-DB13-C1859EB9A64E,343,279,60,13,59,5
9E9A5810-3D94-BF50-E663-185A6481B579,344,680,294,52,30,3
9E10AC80-1BD0-6336-683C-139560565D8B,345,493,237,56,92,12
