CASE_ID|CASE_TK_RAND|CASE_CREATED_TK_RAND|CASE_MODIFIED_TK_RAND|CASE_CLOSED_TK_RAND|ACCOUNT_TK_RAND|ASSIGNED_USER_RAND
5CC1F304-4E66-20C9-18B1-D8D49DAB9B10|448|126|12|128|74|10
2C1A54EB-1C09-92C7-A90F-86A73AD15B56|449|200|29|73|83|1
42505529-5ED3-6BD9-FFC4-13391927D204|450|91|103|41|19|10
D82709C6-AC82-7963-2E27-2A0E7CB68BF2|451|174|138|125|53|13
7412D9B5-A171-9C84-8FC9-EAD7821986FC|452|52|124|77|64|5
52BF269D-E6FC-A44F-94C3-79A37B5D5A25|453|3|195|40|5|14
3E14FF85-C8F9-D6B2-A7C4-3D9C37FEF6A2|454|157|68|104|32|18
2E61591C-3F80-D55D-C190-84D54C206F8F|455|135|96|158|56|18
041A64E6-69DC-C7A7-F564-7929AD7E9596|456|102|84|165|44|4
8CC42283-DE96-A037-6C1F-5E6BA7CFE985|457|194|50|130|13|2
6D911A01-FBD0-5496-A4D3-FD26FEF0A0F0|458|50|179|149|95|17
A1DA8A71-0053-A185-1F4D-DC117E11E72F|459|93|106|153|87|16
CAEA8EA4-FE44-10C4-E527-1F447064A9BB|460|132|162|149|83|3
8AEEAC58-FD85-B120-84D4-63D76B579B7A|461|19|164|151|61|13
0FE8B094-4D8E-5860-C1AC-15EB540B3DCC|462|76|24|134|69|5
EC380447-7004-91B5-F6F4-97E6E21121DC|463|57|24|41|27|10
5D7AA5F5-6565-FA38-37C3-C366051424FC|464|182|91|133|83|18
9EB24E20-01C9-4FC7-5796-2839EB84E913|465|93|57|143|19|16
0B1C3475-0BFD-F236-789C-2CF4A160A488|466|141|181|1|22|12
C5A36578-9582-1EA0-5FD1-B322E2C4CE3D|467|193|184|108|20|14
A05C6B47-4BF3-559C-0730-2F5DD91A98CA|468|68|169|153|69|6
A8B5DC91-101B-B237-1D6C-ADB4CA8A343F|469|169|55|6|5|9
48FD7518-35A0-E0E9-613F-4C5D2314467A|470|127|147|147|14|17
F11FE678-A4B8-4649-F10D-2C39297BCA67|471|118|53|138|87|7
D2315043-46C4-49ED-CFA4-E1677FDA8FD7|472|95|25|121|5|14
D5088E5B-3D35-5F11-0864-8351EAE25083|473|199|43|185|57|6
F81C7208-3A07-18E8-6068-C8F5A41D5CBB|474|138|153|7|33|10
E302CCC3-B78B-FBA9-79BB-15D577984ED3|475|111|71|79|55|5
1B04B7BE-2590-0209-963C-953B05F5F4FC|476|133|72|158|4|14
68C8112D-5CF8-6872-0626-038848E53817|477|57|58|150|39|14
6A042270-4AE4-E7E5-F630-49A371FB7CAC|478|42|159|35|57|7
2BA298EC-127E-5B07-E101-D5213ED8175C|479|182|153|7|23|17
95667975-F0E3-EEFF-C392-0F43F357BA28|480|44|161|27|14|8
E7EDEFC0-B427-94FF-F5BD-3B50D9A549EF|481|75|126|20|88|15
E53530E8-A5F8-48F7-D93E-2894C2C943C2|482|116|154|188|15|14
14EBC99D-A0D8-925F-30CE-24F29CD70F07|483|104|30|177|58|19
0F760E7E-A9D7-CA82-B573-4301FDDDBEA5|484|109|68|146|49|13
D4C0D430-D40A-CE1B-015C-65F0C886994E|485|21|110|129|49|15
B93EC5AC-42B1-FE39-7450-04EB4B0D62EB|486|156|142|1|66|19
F0726AEC-E925-9D41-6D1E-BB5AB5812BA6|487|66|142|112|63|20
C71982D1-16E5-CE61-4A33-F0A16110EB36|488|154|101|197|41|13
53C2AD60-133E-AE72-4479-B3D4D9ABD534|489|178|87|180|44|9
C9B8200D-2428-D063-602D-9BBE883A1F73|490|122|108|185|86|10
4A2B84B7-D212-9F44-505C-98CBF62FE869|491|18|103|200|1|4
0F0D2381-5635-728D-65F8-56835088701C|492|77|136|173|81|14
18A13D14-0F7E-133E-438D-41F0FD99E6E8|493|88|194|71|28|4
5F207C71-BC1C-57E9-C083-35E622F0D4BB|494|134|38|95|91|16
923A4542-B42E-2995-C3C0-A445AC4E59F4|495|93|72|53|26|7
6F88B50A-0001-B4CE-7270-D25414F56E17|496|175|121|31|50|1
C81FACDB-5CA8-4167-F3A1-05413958A44A|497|96|46|96|14|15
29FD1B7C-68AE-3501-B7D7-8E4A45B3EAF8|498|22|181|87|69|20
97D6BA89-628F-57D8-8BBF-12DD5654A98E|499|163|82|109|29|9
18E0B151-E78B-83C5-6A19-829A7B04486B|500|154|26|122|74|15
