CASE_ID|CASE_TK_RAND|CASE_CREATED_TK_RAND|CASE_MODIFIED_TK_RAND|CASE_CLOSED_TK_RAND|ACCOUNT_TK_RAND|ASSIGNED_USER_RAND
C7DA2078-7166-E689-2125-5A33147B02AF|227|27|97|145|80|20
376FC89E-4D34-DA4B-4AF6-BF7F040363C8|228|282|29|302|28|4
6589A995-0D6F-CD4E-6BB2-7E061A6F400C|229|72|225|675|57|11
C0E19282-6EFC-D427-3C7B-CF8547F7E129|230|635|333|285|81|16
8926E9A3-FC18-375D-A60F-4AA15A92A69A|231|327|399|139|16|16
A361D4FE-4274-9FCA-2D08-C8EFAD53551F|232|305|421|104|4|7
0F46973E-D894-DC80-174A-F0B83B8F67FD|233|582|104|507|12|8
273D93F4-7E60-BB69-A418-56D65C294B5B|234|57|106|246|40|4
80D1E887-008E-E47F-DD4B-C2FE6979137E|235|629|327|578|9|6
B12CCD48-A232-B26E-E38E-C470F1BD34A2|236|58|106|205|1|20
A5EE0BBD-1CE9-AAAC-4D08-248DEC1CB0AF|237|457|152|476|29|15
A8E36F46-0801-8AB1-D3D0-6CDF8874BA6B|238|304|507|576|69|16
FC12FBB0-0B70-2135-C087-80D934E3273D|239|130|202|451|85|16
39A42613-BB18-844C-7E3D-5EF9281D4163|240|723|155|190|88|9
776B4ACC-2457-E3EB-A94B-BE14DA7EAE29|241|713|627|698|16|7
6E2E59C2-A02E-454D-01E3-7917884040FE|242|105|282|291|4|16
9E03EBFE-CB47-F7DD-64B9-6F1AAC94D7BE|243|309|398|374|71|6
7FF6103A-FA8C-1355-6779-CD4E65395321|244|274|391|244|30|17
F9E09A64-8728-52FE-DB6F-CE97532AF8EC|245|586|8|396|21|9
70DF71CD-5170-001F-9E91-7EC3917B516D|246|427|720|473|9|8
3333EF3A-E122-931A-62B4-5FC06036631E|247|379|599|94|100|3
1A43E2BC-F920-AFBC-0F0B-7AA2F3C3FF0F|248|35|154|489|48|10
5042435B-3E6A-0897-22F5-803CAE8896B3|249|689|307|158|58|3
52747AF9-D330-FB19-0458-96C7AD266035|250|263|10|251|27|4
CA318714-0A58-2EE7-12A9-AEEB4892D6F1|251|225|553|54|9|19
4459C6FD-7A39-9368-4934-9125775205B7|252|53|124|85|90|8
08BAC3C4-815C-CE02-1EAE-9CA0BF30017B|253|378|295|134|80|13
1E8F1CB3-9E0A-8ABE-05C3-7595536B052E|254|211|534|352|18|13
F82A25C6-5245-A07D-D9E7-1FB0A0B42609|255|388|48|265|73|19
BA737F4C-581C-5F61-C69F-2A41A7CA8310|256|647|7|516|29|8
E6552C8D-11C2-9F0D-8BCA-2B529FAACA84|257|366|318|348|79|14
D603A4A7-318F-655E-1269-3D60CA2769F7|258|395|645|446|84|13
4617725B-4206-EDFC-F254-2AE4B1C72C62|259|347|279|285|70|17
9E63AAD8-88F3-69D3-E32E-11ED939916E4|260|85|96|44|87|16
A08D6632-097F-AF8B-40FB-1AE9228683D0|261|296|524|117|88|8
ABBE89DA-2938-C9A1-D518-6D89BFCBDF43|262|387|154|449|89|9
82501078-06D8-D913-0C5D-DFEA42BA74A7|263|634|640|640|86|15
2A50BD2C-C461-8265-857A-F8F75EA214A9|264|464|595|297|95|5
2E591E1B-D65E-18CD-4BCA-28AD1F0B7758|265|197|108|713|22|15
1907DCB3-57BC-46DB-FDF7-B2E6AD1D738E|266|693|122|451|39|15
E238DD35-43C4-CDB5-B369-3F3C899D7CA1|267|680|563|438|90|10
C7C03A43-8D7D-B2BD-D4AA-EF0845FE1743|268|256|542|74|78|4
5EC5CF03-7DE5-A429-0FA1-9B0B7E8B94AF|269|654|608|508|41|12
CDE0B42E-CD71-E6C2-02DB-D50E46A3077F|270|124|437|607|14|20
F7C1339D-7CFD-7891-F936-F1A652DA3F56|271|154|508|523|58|3
2AAD573D-0538-93B1-1AA1-ADAF42428A22|272|503|314|373|35|9
58AAA399-7FE2-0269-9358-54615BFC75E8|273|531|498|719|24|15
C008F975-893F-68F6-CBDE-30C4F1B58E19|274|42|635|481|43|10
B697A9A2-1C17-B9D4-C14C-D6F5E4CE50BE|275|689|26|509|6|18
0B24A2CF-5284-2CC1-FA15-33A3FDC14220|276|718|68|523|38|5
EA397D96-76EC-9AE7-0E05-7192D4E22328|277|564|546|692|61|17
138E4DFB-B014-D969-DC23-9C72E5EE57D0|278|506|509|444|14|20
C9C5974C-1117-F6A6-8C89-1D0E1A815BC7|279|339|160|96|92|19
E3612513-7A66-4EC4-1688-890E475BA1BE|280|674|3|551|96|4
202A8A60-9E6E-9225-8278-0821934CF7C5|281|171|600|576|10|14
2868E9BE-BFAF-7C77-2523-5A570FDF95B2|282|411|134|436|84|4
34144483-7271-0F62-6DAF-DEEEC50868D1|283|227|675|678|63|8
DC3C5E0F-ED07-D7F1-6F44-692758613939|284|309|306|196|62|5
264A8629-04B1-D77E-C5CA-BBEB2E678D42|285|64|155|224|64|4
44A6A1A9-52AE-25A7-6CD4-6F0CA1127C5B|286|6|259|695|37|18
C1FA48A5-ACF6-6C67-ED2F-F4DC1228C31B|287|322|495|293|88|15
3B53C611-21F9-676D-B714-69AC2AE412DD|288|158|306|386|78|3
326BF1F5-0FCE-F34A-CEA1-847C9453D588|289|392|612|96|94|9
7DCE54EC-EBB6-0B68-77B0-7C70B86DF376|290|98|406|683|90|9
127823C0-B5C9-FA39-BF84-E61489C6231A|291|568|630|598|26|17
8B033C14-9DB5-E983-1EBE-F03CC161D978|292|714|718|512|11|17
E82A07E7-BA45-D3D1-EAE7-44BCF1D591C7|293|184|268|186|68|2
71D98ABD-DAF4-7476-8F2C-4AB382FAA4AB|294|80|181|627|84|17
4E8CB394-C5D5-87D1-7D0D-D2F2EFA53E6E|295|236|341|536|72|19
C23C295B-4092-B3D0-F761-FE57391E2D4F|296|449|391|546|2|3
E47F2914-9D24-92F6-32B5-9A353A01D021|297|68|170|444|37|7
223BF517-837F-039B-434A-A624985AEFDE|298|648|126|439|82|12
F390CA52-FCC5-AC31-2128-5C33BDBA2FB7|299|479|578|195|42|9
76D266BD-116D-9234-00D6-259F5878F5C9|300|78|282|375|39|14
92163A6E-33BF-B8D7-3A44-C53CBDC5822F|301|376|3|715|70|12
A5626874-60BA-6A4C-43DA-787B7E5A72D4|302|118|301|194|50|8
59B3B172-02A8-59F6-83EC-826C1E6967C4|303|588|162|463|33|18
F14C3CE2-A046-3491-9FB2-AAC6FF998C7A|304|332|501|423|25|14
89D22E07-A2E9-E0DB-B9B1-B0B97DA811FA|305|48|208|634|63|18
3BC1C421-9C1F-2542-205B-DBA0D0A48AED|306|320|413|265|46|9
0A04A05C-12FB-267F-BF5E-16090F4E9A04|307|509|446|250|19|8
DB9D0D81-BC09-A91C-31E5-DB6F3C718A08|308|661|630|52|8|18
233CBC6B-5132-5D6F-F81B-B7D9E1F577EB|309|84|275|552|73|4
AA9EBCDE-88C0-8BA3-EA61-BDB722C7EC4B|310|128|237|371|81|2
A5377282-2B7B-9657-FA97-B96FA514E454|311|169|666|290|18|20
45211051-F4C4-52CF-2947-DB061D0A7CFD|312|358|638|393|10|20
7BB4BEF3-34B3-AAFD-6A37-97EF20818E1D|313|600|184|618|12|8
AB9EEFE5-A0A5-5D24-ED11-5A7755AFD946|314|261|397|325|73|2
6D102F58-03F1-604E-9FBB-B865870196C6|315|467|699|509|79|10
FA4DD766-3BFB-3EC3-DA6D-E4626508CCC4|316|150|159|234|31|15
29494BB6-1204-5C34-C59E-F64BFE3FC675|317|181|338|726|57|5
2CE23686-8833-8ED5-03C9-C0D4AEFE32F9|318|575|238|601|74|5
FC07CE1F-9847-4515-4264-B2EBEE8481A0|319|606|426|483|13|20
53B746A9-382D-9596-30AD-514870D64625|320|362|373|328|24|12
A679C4BC-F573-4E76-B206-EAEC505162C4|321|626|321|606|87|2
956A3D9B-375C-2B2F-358B-A9544AC3F202|322|340|263|632|54|14
37410AFD-B9B1-DE5C-D1AB-59F9E4EFA05B|323|569|590|594|80|1
D6D1BEAA-5E89-DB13-57D7-4460189A67C0|324|380|194|534|41|9
484126AB-E2E6-28B7-DB98-61CF363B15F2|325|479|711|641|9|5
34DB02C4-F31A-B5AD-143B-27CFBF7FBFE9|326|267|569|266|60|5
E81DA702-C525-11F9-7D95-6D3AA8B63224|327|394|444|297|81|2
0622B8E5-3F1C-17EC-53C2-0211CFE30AA2|328|330|147|360|55|13
24218A87-CAAA-67F7-4605-087552274556|329|499|287|388|78|11
E98D095F-9F64-B5C3-F1F4-E3BB9726A468|330|61|303|364|98|13
F5949E55-B74E-8845-AA3F-989D54B0ECB5|331|14|704|362|43|20
46A75570-5EC9-15AF-6005-FB06F5892598|332|457|318|582|25|8
1E6890C0-564C-1CE5-A961-0091AFCB7FE6|333|678|339|676|14|10
BA9B741B-0CA2-5164-0C3F-9E2CB72C8982|334|215|366|135|16|5
D72A48A5-58C8-D6B4-0999-CCF3A88E37AE|335|497|257|352|40|17
2CBA3037-44AB-3BF3-F820-36C4C0FAE85F|336|311|478|370|61|20
A2FDFD13-2DE7-63FA-0041-D42999A0C7AF|337|258|335|667|95|9
57D56B07-4257-EC30-DD54-21190828A83C|338|135|178|250|1|13
C3F1B7C4-FCFC-F785-D8B1-73B4F81C1F0F|339|292|543|249|12|11
CA10AD1D-D9A3-D4E1-ECA8-37C1515319B9|340|203|477|412|83|2
A5FCB5E2-CE67-1D74-BB07-6FF00AA36393|341|135|710|80|55|20
D1609A9E-935C-2B81-B674-0460FFCA1DC5|342|491|709|611|23|16
8FD47E7F-1E87-8F20-33F9-04F8670C7D6A|343|283|135|30|35|16
