CASE_ID|CASE_TK_RAND|CASE_CREATED_TK_RAND|CASE_MODIFIED_TK_RAND|CASE_CLOSED_TK_RAND|ACCOUNT_TK_RAND|ASSIGNED_USER_RAND
CE2B4B92-1537-BFB3-12C0-7D046F394D3F|66|153|133|150|17|3
FF2B780A-E7A4-AAA5-8B2E-CD268B8DD332|67|71|71|106|15|3
4DC4757A-15C8-DB17-695F-EF1B1DFA4A13|68|61|89|128|45|9
82FA000F-7A9C-0D12-3060-E4907891597D|69|2|85|148|33|6
543DDE08-6471-2FBA-615B-D7D32B95A2A8|70|18|64|55|99|7
AA811611-34B6-7870-F535-BE0F7CA36929|71|144|2|78|70|19
CD60868C-395A-A5D2-6E99-C86A6B4AF2CB|72|196|67|125|37|5
94EEB0A0-4F9B-0309-313A-0BB6C5A5B017|73|24|103|17|14|19
E1E4C8CC-137F-A4B4-47A7-DA319A458CE4|74|146|56|172|83|16
593855DF-2E13-71EB-D0D8-BC5E3507E54B|75|190|85|19|40|5
F5DBB0ED-9287-ED6B-3EBA-3508051F5E08|76|200|121|194|46|14
ECDD74FA-B887-6285-8389-1F8B0286F1D1|77|36|77|26|83|15
E59156D8-814D-39B4-E01F-41A08FCF5AB3|78|68|96|75|17|18
AB9EBB5D-4EB9-5BB3-D4B1-C23FBDB7524F|79|34|137|72|19|15
C8543FA7-BDB7-F42B-2F33-045A68342836|80|90|80|185|68|7
0CCF3BCB-BA39-453F-1CCA-C5A95A2AA64B|81|89|200|2|82|1
6268F570-6EC4-BDA6-73EB-6F38A6473973|82|17|190|49|7|6
2A0DC2E2-65FB-EF0F-D47E-8E81161395A3|83|102|123|173|6|11
D09369DE-7C47-6FAB-51F5-AD676F791A13|84|70|153|81|85|17
03FD68AC-4E3B-D4E4-3875-377BCB4C8002|85|134|24|15|35|8
924024A2-68B4-B2EC-25E0-554C4C4BD519|86|9|84|23|45|15
229564D1-AC29-469C-696F-441A15F1F9AC|87|185|103|56|91|1
94F52F6C-ACB3-958C-738E-90B9026247AE|88|189|84|184|4|7
D7A0324B-7A22-A851-C00A-A2BA483D338F|89|181|22|91|97|20
8A0B3918-E2BE-055D-16E5-5E3711C7C515|90|183|89|131|99|12
F793D8DD-3C76-6968-5137-8AA97AAAA3F6|91|185|94|190|18|15
679BD7BE-91E1-D07E-DDCB-ABE1CEBC23CE|92|166|43|14|76|20
FAF2220F-602C-6331-E1BC-0310B963D608|93|194|98|93|69|12
CBC53DCB-473A-35B7-8418-E815D414A108|94|123|59|166|18|11
88ED3806-385C-CF40-CB39-8D35F19F3386|95|34|174|31|79|6
0B9BB17C-AE1D-B099-5E28-212DC65C2973|96|29|175|164|26|11
A6B43F54-7A74-73C1-E46D-2FE3AE99D9DB|97|64|96|146|34|12
BBAF6801-F637-C33D-9386-E4547DEC5C9A|98|32|115|56|42|16
E7E6B28C-43A1-5B62-B052-CE0927BE0932|99|140|163|185|11|12
657CA956-99CA-58A2-DEA1-DBFA31B127EE|100|45|119|52|74|1
