CASE_ID,ACCOUNT_TK,CASE_TK,ASSIGNED_USER_TK,CASE_DELETED,CASE_CLOSED_TK,CASE_CREATED_TK,CASE_MODIFIED_TK
ABF2A33C-868C-6869-EA77-EB2A0C77503C,13,179,10,0,-322,-330,
5074695A-25DF-1386-9219-C99BB66D0792,12,186,2,0,-654,-695,
50EC5DC4-B78C-051D-B9E4-5D127E11A91A,19,187,20,0,-1,-19,
A185414D-4700-7248-867A-B982F0DCAF66,5,188,1,0,-601,-620,
CAC7704F-81CE-92A6-44F9-EE597130BBDA,28,190,15,0,-460,-472,
C11F227E-4621-C5E3-A68A-205BB90A702C,46,195,17,0,-331,-360,
98F07221-BF61-F8F5-6418-F677ABFE18CB,65,196,1,0,-358,-413,
FE942200-31C4-09D8-F36A-C23F93455997,28,198,11,0,6,-19,
725978CE-B974-9058-9962-12D2918DB23E,80,201,17,0,-331,-374,
C42B2A03-718B-65B0-DD84-3754549F7757,3,202,13,0,-584,-604,
58974D28-A944-4DD8-06B8-66FBD867EC35,62,204,5,0,-513,-568,
3AA1DB00-3EF2-39CC-FF75-28020AB8E2EF,70,208,7,0,32,20,
79AC5AD3-862D-1497-51D5-7679AFEE73FC,75,210,19,0,-69,-93,
DFFDA096-112F-C549-C2FF-B93B14619798,90,215,11,0,-75,-111,
6B7A38A8-3F8E-EE16-4666-30199715913C,61,217,2,0,-431,-470,
4A9EF48D-7978-036E-F608-949EBF6301E9,87,220,16,0,-233,-243,
F14B563D-E678-722B-A7E4-C4F20B669911,32,225,17,0,-611,-629,
B77B6D98-CB4B-B559-8BDE-1909E59891A0,93,226,3,0,-346,-400,
56BA5620-DEF4-EC4C-BEE6-C8EB8735CD20,3,228,15,0,-233,-271,
EC6CCEF9-FD68-D746-71F8-8532E889DCCD,64,232,12,0,0,-47,
6671841C-613D-F42F-60B0-400A0294FCB3,92,238,8,0,-354,-399,
8B725AAF-FD80-A676-C81E-83E8BAB856FE,29,241,14,0,-507,-554,
E8015DA7-CEFA-5417-0335-0C9B60C694D4,99,243,4,0,-673,-682,
20E30C72-CF90-2543-F985-F56D9DED5233,37,244,15,0,-624,-646,
5A59A564-C33D-2D65-433D-870FB142ACDB,29,260,17,0,-467,-503,
42EFDAD2-91D2-38A0-4B65-EC44DC1E5808,36,264,4,0,-523,-562,
F56F8B35-B87D-990C-42F6-52F89AF8290C,32,268,12,0,-212,-223,
C39878A4-39FA-D764-C1D1-ADC9BA8237BA,1,278,4,0,-5,-55,
40CB5304-5F97-D5C9-8055-37A253C45B75,45,283,9,0,-228,-229,
8C004E00-F055-E327-8FB4-D494C4AD727A,3,284,12,0,-281,-331,
24E426E2-F0BD-FC54-201C-8AE867BBB05E,95,286,18,0,-145,-175,
F8A06695-3E7F-2789-E7AA-BD47F02AA3A5,65,290,16,0,-603,-622,
6F71EB3C-1A95-C58A-11A3-9CB63A80F211,26,291,9,0,-440,-462,
E1A8698F-A57F-DDD5-CA0E-3B205DA4E22B,59,294,15,0,-494,-521,
14441EC4-E92A-9361-2A33-19DB367C4E68,15,297,19,0,-34,-75,
1B977DB5-8FAE-82BC-FE90-BE15F7E85F93,32,304,3,0,-486,-491,
CF57C0DB-69EF-BE93-58CE-5E1B344D0879,35,307,17,0,-623,-640,
C5CF91C4-9D58-7EE7-84B2-310107A6243C,65,308,16,0,-135,-160,
BB31250B-F374-D755-6FEA-851B9EFB4A81,64,311,5,0,-637,-690,
6E37A39D-0D3D-038C-13F0-CC565AAE38F0,89,312,14,0,-26,-81,
84C45BA7-85D2-F9B9-F57B-742285F2D1BB,49,316,14,0,-623,-681,
C1B5767B-5D9C-BDBF-A7F2-30F19C3E6FEB,23,318,1,0,-519,-559,
1E2378E9-F180-F74B-FD19-EA1D05EB9EC8,54,321,10,0,-329,-340,
BA1B8D30-66EE-9613-8E6C-5A1BD6BA76E8,5,322,17,0,-27,-78,
821E90DD-E54C-CF34-A174-582859717749,61,324,4,0,-391,-418,
F6375D0B-3FE1-EB7A-18CA-D885ED28551C,33,325,6,0,-411,-415,
88A4F75F-4778-06F7-73A7-DF54750F250D,83,327,20,0,-160,-215,
6E597CB7-65F3-7A82-70B3-1276F39E82DD,81,330,7,0,-75,-121,
DC2C0D55-C4BA-6095-FEDF-C8334F2F2923,80,333,14,0,-165,-191,
33DC6B0E-37BE-2DCA-AA19-49318DE77F35,85,334,14,0,-165,-180,
6153DDDA-9F31-8093-D999-99844EEAEA85,29,340,2,0,-420,-471,
6E3F32DF-B711-24D3-BBA3-52BEC4B48E0D,67,341,13,0,-155,-184,
2FC8385F-CBE6-38AF-BCE6-7052463E4F61,55,348,8,0,-424,-427,
24E2B82D-EDA0-82AC-948C-77BB94E6F0B2,66,349,13,0,-106,-121,
43DE8209-394E-AF50-1081-6854A4CE7476,47,350,1,0,-591,-625,
D882EEDA-39EB-8048-E743-55F479C6E0AE,18,352,20,0,-682,-695,
A9BA1257-8C3F-B3C9-F27D-39FCF5A6B90C,29,358,4,0,-548,-580,
BF8C29D1-21F7-609E-B0C2-4EBF3791DB74,10,361,8,0,83,24,
4C987135-F6F6-37DE-AD87-5991615B283F,72,363,4,0,-317,-336,
8BC3EE6D-4E64-C84A-D4BC-23C9279DB788,58,364,17,0,-92,-94,
0B873449-91ED-43FC-2851-4C3B205F1D46,53,368,13,0,-485,-527,
CFFD23CC-81C7-23F2-8597-E652D07591BF,93,372,19,0,-662,-695,
782DE76B-662B-BF62-A020-C4BF1662EAD4,30,375,5,0,-614,-623,
3D1619BF-D2B8-5AB2-5624-E97A64E100EA,36,376,18,0,-155,-208,
F7FD0264-3207-4672-C400-9E734E326D81,53,377,8,0,-440,-453,
26954F03-33BE-C26F-DFF7-50B73040BB8B,44,380,16,0,-218,-245,
5445FEF9-8777-6A76-11ED-63750ECD1E04,60,383,16,0,-528,-540,
0EEFAF31-223E-3016-7F9E-F1D778120D77,68,385,5,0,-629,-675,
BF821D4F-CA41-ECE6-D719-C862BF891F32,10,388,15,0,-143,-145,
3BCE0CB3-712C-85DC-13B1-EB57AF27AB78,29,390,9,0,-469,-483,
343BD4D8-D6C6-01B8-8F3E-E175417BEA7D,81,391,5,0,-451,-507,
08564518-719F-2B56-A017-6C4225007F75,48,392,7,0,-113,-135,
20630F6C-EA56-CD75-079D-8E70789810AA,49,394,9,0,-597,-654,
98CCBA74-551B-991A-92E9-7054DB175194,100,396,18,0,-221,-281,
AD95F194-5B54-85C1-A40C-569E1927F6F9,41,399,9,0,-293,-296,
C16B88C4-781A-C9D1-7B06-2685255C39BC,24,402,13,0,-523,-560,
8ABA686E-5608-2302-C455-DAED921A37DE,87,405,10,0,-507,-542,
233C0FEF-1B19-3F7F-663C-25DAB387D5BF,71,406,11,0,-348,-356,
EFB0C914-0312-630D-1F33-85849279F381,52,407,3,0,-9,-47,
7E5ACED1-C526-4FE2-3025-A974EE85A887,74,409,14,0,-469,-473,
95E54ADA-73B3-29F9-E0A7-4F1A9EE153D1,100,415,19,0,-290,-332,
EAF8DE9F-0439-1266-D565-9465CA2A81C4,48,416,11,0,-679,-686,
F0BA9C44-4538-4E05-7B6A-13A38C2D6BE5,91,420,6,0,-412,-452,
E4A16361-96CD-C81B-9241-D09D87893A62,39,424,13,0,-383,-442,
AD19F565-091F-8AE9-3F26-F0C9742D599E,3,431,19,0,-167,-200,
2CCC540A-1EF2-566E-374C-DECAEB1A2F7B,87,432,16,0,-133,-139,
C4E8C01E-1011-C289-E034-E75CFAC0F2EA,58,437,2,0,-687,-688,
AEDC4E84-A169-70A6-7829-DA4198FB75DF,54,438,17,0,-39,-51,
61AD2E82-4FE8-9FA8-303B-FAC75D051E76,61,440,2,0,-277,-329,
027AF08E-D028-E3C2-4600-3E182B56C103,29,443,6,0,16,-15,
608D52B4-EA85-E420-F8CA-90B3A947A849,34,448,9,0,-599,-656,
69954D75-E52C-2CE8-9983-011DA94B2AAC,18,450,4,0,-491,-509,
900E626A-61FD-FD66-C572-0524F3BAC4AE,66,451,13,0,-490,-501,
76F09AC8-4A5E-9223-ECC1-8E027093FA59,37,453,1,0,-202,-246,
DFBF93C6-6CE8-EDAE-F94C-374E0B4ED33A,99,454,15,0,59,18,
073F3F7B-2EDA-4BC9-D5A8-8ADC1D0967A7,94,455,18,0,-597,-646,
DF3C8F4A-16BF-79EC-07EC-72EAF2CA8B39,40,458,14,0,-198,-209,
9859BFBE-83A4-49F2-95CD-BFBE0A84CFB5,44,460,4,0,-575,-620,
66C9D567-EA78-F46A-C4E9-FF4F7EAC9BC8,49,462,12,0,-513,-573,
EB3B0FDF-ACA5-5DF8-2C54-405E13EC8BFE,66,467,9,0,-547,-557,
68637ADC-8772-812C-257E-B03002855E15,56,468,7,0,-377,-407,
3ADF3EBF-BFC8-98B7-4A65-874A0D70399C,67,470,8,0,-269,-305,
FF9AD6E5-BCE8-F028-61DB-593952242DEC,58,471,15,0,-37,-62,
EDE72D61-61E0-F4E0-467A-E083C32A0CF0,34,475,1,0,-400,-436,
4751E162-4DB5-2E14-71E3-620D09994B2D,4,478,6,0,-672,-699,
BDF48667-316B-5D29-DF1A-BAEEAE8B7BAC,96,484,5,0,-285,-312,
FD055B97-6198-C064-D619-87A75F0BA0D7,75,487,2,0,-573,-595,
70CDF78F-9952-4F80-DBB0-683E086659F3,92,493,9,0,-307,-310,
EEDFA89E-A500-2CC9-3E6E-D82AF4E6723C,65,497,1,0,-403,-440,
E302A951-7921-C791-1E64-16C01E25595B,19,501,19,0,-649,-698,
375393B7-72F0-910D-D81D-51B7CD95D6BA,70,507,10,0,-69,-72,
D99F83BF-3954-1889-1393-7A2CDBDEC612,88,509,4,0,-89,-109,
5C752C42-BD14-3DC3-2784-74A901A1937A,63,512,1,0,-78,-82,
50C11F00-68F8-F017-B36D-890258A00558,75,513,6,0,-554,-563,
9BE3EA33-A3E3-3EF9-CFA8-3192CE8CD5B2,58,518,15,0,-243,-254,
A852BB5D-A8B1-CDA4-F2EF-F8E5DB890839,82,519,16,0,-584,-592,
B5D2B199-32EB-B3D8-8C30-7DA11B41D543,70,520,10,0,-103,-162,
DCC0FC9F-8F5A-3927-B811-E4CE50A55E8A,24,525,19,0,-623,-666,
1F51129D-2B3E-0BB0-CCCF-7290933EC705,17,528,17,0,-530,-535,
0434BB61-7FDF-C258-9F47-89E05CDAD5EC,41,530,10,0,-424,-436,
F1DBBF84-BE7A-901C-7297-DF6EEDB2899A,7,531,19,0,-506,-516,
684CF514-BE23-E289-4127-20F1A06A67C2,43,535,5,0,-445,-483,
729B644E-1529-CB03-3717-6F943BD387C9,66,536,6,0,48,9,
3E8EE4F4-E3AD-41EC-323A-956953EE4262,42,537,18,0,-342,-395,
ACF33E9B-05F9-5FB7-4948-2B144ACE911B,92,539,14,0,-116,-135,
0BCA299C-8DD9-2D43-1D1D-7F523A675417,73,541,16,0,-523,-531,
004401BF-5E90-1F19-03BD-E9490D75940E,52,542,17,0,-489,-517,
ACE7EBCA-B020-EE48-AC22-ABB97E3473B0,39,544,12,0,-325,-355,
555CA545-B57F-5FE3-1189-0B974702F31F,16,553,15,0,-288,-324,
B30E8574-9200-E13E-6EFE-B7492176A654,4,554,18,0,-455,-466,
4A6A4593-2DFF-CD98-0D45-D4AE950B29BF,28,556,3,0,-51,-66,
2457C513-434C-5303-828A-2C8DACC058C8,69,557,19,0,-566,-625,
FEFE3B58-CC8F-967C-EFF8-C65F4D5E60BC,15,558,15,0,-193,-234,
416AD3B3-D920-4437-3A73-3C3769791032,84,559,12,0,-522,-548,
4854B840-41AB-3746-D531-8E5084321395,54,560,3,0,-404,-455,
1EA9C518-BAFC-8E41-A0A1-C0BFA7D90B3B,18,562,14,0,-376,-421,
7BA251DB-D361-8D96-F585-C655313526B6,72,563,4,0,-339,-393,
3E811368-C552-526A-870E-356F61891522,95,566,18,0,-220,-260,
AA723A8D-FF5C-8470-65F9-7A1022B559AE,34,567,7,0,-555,-565,
665ABE7D-ABE3-B07B-1108-D8611434A380,23,572,16,0,-106,-139,
F5FE4DB5-6D1D-E344-1F0B-0D1D5555632E,35,577,4,0,-108,-134,
219037A9-6464-4270-76C5-F8760586B21F,41,578,7,0,85,28,
A910B545-5501-6048-B824-74455EC2928F,36,580,10,0,-336,-354,
9AE62E80-9D38-006D-6476-9DCD4CA0B09E,7,583,16,0,-332,-361,
D6370454-BE66-A5BA-8065-73704157E6E7,62,586,2,0,-363,-399,
66922EB1-2C16-E35E-6614-D61323BBF309,58,590,6,0,-292,-326,
A45D41A2-1637-78AC-3D73-1E8035263DF9,17,592,3,0,-376,-381,
6AA0510A-329D-B82B-5A9F-35BF27F8A89B,8,594,9,0,-273,-295,
17ADE372-0EC3-7D0A-128E-6B330D0E546B,21,600,11,0,72,21,
EB399F97-B88E-16BE-F5B9-14075CBCF6AF,39,603,7,0,-120,-122,
D3965A92-D095-D9A9-A63D-C3721EF2D4B0,19,604,10,0,35,4,
C793039E-9F4D-B830-F66F-FB39AF13E931,64,609,9,0,-636,-692,
FE0E0A25-A7DB-3379-4CC1-DE6F979F6409,34,610,1,0,-572,-580,
ADEC6B26-9891-D771-210F-3DE9CDF385E1,5,611,1,0,-156,-184,
485C5342-4FB2-F70F-B23B-72E40A9310F3,16,613,6,0,-301,-344,
60A6F125-323E-662E-4778-3CE0A9E86BA0,53,616,1,0,-237,-252,
C43CEC40-C46A-0814-B7E8-A37BB148584B,97,617,3,0,-406,-410,
30D77F5A-C4AA-99A1-3D0D-5BB12A68FBBF,60,621,3,0,-360,-400,
27FD4F7C-B0AC-F6D3-BCBF-4E8F8E8E053D,86,622,8,0,-517,-557,
DC48A03C-AAE3-0DD9-FE17-B9A844303049,98,625,15,0,-232,-259,
BA69B236-C883-6593-1869-EEDB16B2E552,99,629,4,0,-515,-524,
1BE502C1-CAA2-B10A-D110-E1971889BE74,42,630,20,0,-377,-422,
97A98BC9-C213-FDC4-418F-B25292D9D678,9,633,5,0,-395,-414,
511D144A-EFFB-AFB6-7B86-83C49931BBB5,94,634,2,0,67,24,
D0076470-AC8D-AA47-7BFD-2FB5D1B768CD,86,636,5,0,33,14,
6D8DD447-860D-9604-DE17-39A22276A703,99,647,4,0,-450,-452,
F80013F3-A5EA-9343-81E8-782854FCD81B,71,652,8,0,-259,-271,
AAF85AB1-DA9A-3A15-6FE3-26C8A16C269E,19,653,10,0,-25,-70,
E3B89439-8455-0F75-8AEC-25716B08D157,36,657,8,0,-14,-31,
AE3924AE-3A78-B46F-6175-50C907E4B447,2,663,20,0,37,21,
DF4D9272-1235-E4BA-08AC-73294BBD2B82,23,664,7,0,-378,-390,
E47A30BF-60B8-81F0-C2A1-6DFBA781C20D,88,666,3,0,-493,-499,
9306E0CE-3455-9E29-FC92-E4FA78BC2C0A,3,673,20,0,31,24,
ED950B7F-B24B-85C7-47E1-1B806071B401,67,676,11,0,-369,-416,
71878392-0263-8468-69E7-556CDF4E180B,84,678,10,0,-318,-375,
58BD2C14-7483-C0EE-6B67-37CFD862772D,7,680,6,0,-147,-203,
821A79A2-ADA1-E479-C07B-8E3907FC86C6,47,683,13,0,-50,-105,
F75C7024-7777-8C8E-5173-62711068D387,66,688,5,0,-204,-207,
25DBB5D7-53EA-4D37-FF38-8D15578C3A90,27,690,8,0,-305,-315,
B43C147E-9438-9825-74B2-0C4D7D6CA1DD,1,692,2,0,-27,-85,
63585B7F-D63F-AD97-5872-6A4474DE3A8D,38,693,11,0,-175,-195,
A8DC3653-0F68-BF1E-275B-1155F31CCE88,3,694,19,0,-305,-364,
C73E7FFC-C3A8-908D-F193-6CAC2F339760,36,696,8,0,-59,-63,
1E75AD1C-030A-A9CF-0FD1-C8C604C18E7C,43,699,17,0,-159,-191,
238DA2D2-7933-044C-FA04-C0F9EA65BD6C,19,702,14,0,-246,-271,
EFAE378D-D2C7-621A-EE7D-B9B46F32783D,45,703,5,0,-14,-62,
CC775F8C-31EF-B903-A756-7884BB9EB203,31,707,4,0,-601,-661,
69DA9BE6-676F-F4D8-2E11-4026F383FA3E,19,711,13,0,-192,-244,
CF310B2C-2A6B-D563-D472-FB26BA902F71,53,715,3,0,48,4,
82CDBC47-8965-6F03-8A4E-338710C2AFDF,78,717,2,0,-287,-315,
E7DDB58C-44F4-90E0-942A-DB42C559EF05,45,718,17,0,-514,-541,
6260E487-FE73-7123-5452-9F9C03BD2DEF,74,719,12,0,-527,-529,
FBBC06F6-C82B-643C-A1EB-0277ADD653D5,86,721,3,0,-292,-324,
3FD8C233-BE3B-EE78-761C-A4BE74D61B05,22,726,5,0,-320,-321,
8413D627-BC3A-B74B-F531-F11F1BD275C4,32,728,8,0,-485,-516,
4B96D306-8180-F561-20CD-5155326A862B,28,736,17,0,-201,-261,
29D246DB-5A4D-E152-2977-B02F3633A9B0,64,739,8,0,-434,-443,
28F4A993-FDB0-B4F5-C8CE-877056FFD561,51,741,20,0,-614,-640,
5BA4943B-4FC5-A2E4-7EA9-21C030000361,34,743,8,0,1,-48,
0FB2C1E1-A73C-9FE1-B371-AA39455C2F07,47,745,8,0,-387,-396,
B3D6CC02-5B8C-321C-582B-BAB2F9825D17,86,750,5,0,-107,-145,
9252B7FA-2DBD-5546-9F6C-711EB27B4188,23,751,5,0,-608,-631,
808CE744-90CE-99CA-397D-92A3365B1B54,36,753,8,0,47,14,
700BBC97-824D-0C2F-BCD4-6CF1295F3829,4,766,6,0,-188,-221,
4AC32903-2E59-2F57-D344-996D83D6EBB0,39,768,15,0,-510,-544,
472458A0-97E3-2230-5539-6892E08701BF,23,772,8,0,-42,-79,
103E6DD8-200B-13D9-DD55-5E800F31060C,2,778,5,0,-246,-267,
6F90D617-3F16-6D68-6F24-3F466C9D9C4D,94,781,11,0,-25,-33,
207B653D-B0D2-FDFB-0489-7537B31B37E9,96,783,20,0,-94,-140,
872846D4-1B0B-E957-125C-C740736791D5,82,786,18,0,-159,-217,
EF096ADD-A31C-7E0A-C024-07B394037783,99,789,19,0,-418,-439,
E421B7FB-4A8A-2122-D120-2FEA7930DA9B,100,796,18,0,51,8,
6BDA600C-4071-1CBC-15C9-71B6EB6C8014,41,798,6,0,-173,-226,
6AF22141-73CD-3AC1-2775-2942CEDCA21E,28,799,16,0,-116,-160,
EA9DD148-A2BB-F21A-CE37-F4F94692E265,94,801,7,0,-53,-74,
3AB1D1E5-0361-92B1-327B-DBD865D59681,31,802,10,0,-108,-150,
77E5D978-BDDA-3C7D-DBBB-8C115FD81A3E,36,811,1,0,-520,-571,
6859B204-A82F-453F-1B6C-212099CA10B3,39,815,20,0,-84,-144,
5D9DAD90-6443-919D-AB15-FEAE510B8BC0,60,817,19,0,-203,-255,
2BB5FCD6-B220-1090-2B50-466156CF43ED,17,818,8,0,-229,-247,
31949D5C-A5A1-D71C-9758-D942845140C4,75,819,8,0,-348,-365,
C304BFC1-8C43-C9E6-5CC5-279255EE9DB7,89,822,15,0,-608,-641,
A41B8486-B08D-364C-67F1-56E31438B0C5,39,824,11,0,-324,-365,
6411BEB8-39D3-D3A1-0C98-B5CC80BB2897,90,825,2,0,-296,-301,
94AB3A64-E08A-DEC8-8776-EC810BE3AB75,13,828,2,0,-157,-158,
7E85D1D7-EE03-BC72-E348-0B3466F591CA,49,829,18,0,-651,-673,
BBB059C1-0071-E79A-16B2-CBB54187BE24,94,838,9,0,-261,-305,
76A34968-6396-79C1-AEA8-DEAB3E847FF5,42,840,1,0,-259,-294,
670F38B2-AB43-F390-F217-63F49748F43F,4,848,17,0,-425,-465,
5FB59566-9EDE-38D6-A692-F4C6651A2998,59,854,7,0,-29,-41,
AB372EED-26B3-1D29-2669-39040012F122,77,855,7,0,-636,-680,
75DE2B61-C9B7-C63E-AAC0-034FB131AEE5,61,856,12,0,-197,-212,
55B29AB3-AADC-6FA9-833A-C99C6E2A6C55,41,858,9,0,-416,-469,
1282DD89-9A0D-961E-9B15-D78425CF61DB,8,859,3,0,-262,-278,
9F01CE59-3CE5-375D-1944-5E9AA7CF9E02,17,862,3,0,-582,-630,
62FA0229-B56F-4455-74B6-BB2E6B7DFF12,76,864,16,0,-271,-273,
F4186587-E610-3792-37BF-41A9DF154105,43,866,16,0,-371,-421,
EC105935-9501-8EF0-3EC4-C20EC44D2771,42,868,4,0,-202,-211,
7455B4AD-E19D-8C5E-12CE-971B780FE8C2,73,869,9,0,-380,-398,
AB36A3C1-E5BF-C8B8-782D-F326E1F177CF,26,870,18,0,33,-4,
49AEA685-CBA3-A292-5BBC-46287B1B6032,77,873,12,0,-235,-293,
86DEE88F-4CE5-565F-2996-DA10E9830132,34,874,5,0,-126,-165,
FA62808C-84D7-8038-6812-E6B75ED55165,26,876,5,0,-387,-430,
515492FA-669B-F113-5D6B-447B57993068,30,881,20,0,-674,-678,
39C090AB-FDD7-018F-D097-84C704DCE50D,97,886,1,0,-254,-263,
7E7D318C-C3D4-9C88-69D1-9EF0630C1F8A,31,892,15,0,-227,-278,
DC396A37-77F8-D586-E5FA-7133C75DAD3D,24,894,3,0,-440,-462,
7FED1003-59C6-9052-FD09-00348314407B,19,895,13,0,-300,-318,
97255485-30E3-9CA2-9F79-F939296FE493,59,896,4,0,-616,-638,
