LEAD_ID,LEAD_TK,OPPORTUNITY_TK,CAMPAIGN_TK,LEAD_MODIFIED_TK,ASSIGNED_USER_TK,LEAD_DELETED,LEAD_CREATED_TK,LEAD_CONVERTED_TK
E23FFF3C-090D-B3F8-CB0A-F27B9A5D7358,78,0,2,,7,0,-173,20201127
394FFEF2-886E-5031-C239-F46EC61DFE54,79,0,2,,19,0,-23,20210427
0E3567C5-8360-B3BE-673E-C42E3BFAD66F,80,0,2,,11,0,-322,20200710
DFBBAD0A-B205-6A49-1852-10718A8D794F,81,0,4,,10,0,-417,20200406
43A17545-C966-20FC-E490-7876C428912F,82,0,1,,19,0,-96,20210215
247D1C64-0192-D4F3-F9D7-8A3EF3044C68,83,0,2,,4,0,10,20210531
F846ADE4-B232-A816-7252-1251CA647302,84,0,1,,9,0,-319,20200707
6A137BEF-AC68-4899-B82C-2B0052F17956,85,0,5,,9,0,-547,20191123
D6363D5E-0427-D344-FDF6-C5AF7B670771,86,0,2,,13,0,-678,20190720
B1A63398-CC5E-3707-CF28-E0F88F784378,87,0,4,,5,0,-591,20191012
3A2F32A7-55B6-B0D7-2EAD-5E359CB4057F,88,0,3,,12,0,-263,20200906
E66F2536-3D87-FD51-697D-81BDEA830C4F,89,0,2,,12,0,-538,20191128
E6E62886-8295-4FA9-675D-AC3361ACA952,90,0,1,,16,0,-279,20200821
4C9E4D32-FF33-BD64-A0A3-82DA39D36C35,91,0,3,,2,0,-338,20200615
443C6588-39B2-08FE-3BD4-B0D7BD046DB3,92,0,4,,14,0,-409,20200412
F778380F-1FDB-0F4D-A260-6F53C76C0B5F,93,0,4,,14,0,-270,20200829
3AC4E3D9-2795-6FE5-EC4B-F7F33626F205,94,0,1,,4,0,-607,20190929
194D0DC6-3047-F784-B117-34A7DCC64636,95,0,4,,7,0,-130,20210117
0968D6BF-6AD4-D14D-1FD4-5DAB78BF6F8D,96,0,5,,7,0,-537,20191129
5733FD89-01A3-FF0E-28F6-C166A76DD061,97,0,4,,3,0,-393,20200427
115C3CFC-CF53-4CFF-E9D3-27C18843B4B1,98,0,2,,17,0,-138,20210102
6B71C2FA-BC52-24D8-84BD-EC6E544F3FF2,99,0,5,,6,0,-377,20200508
60A3F45A-B396-4A3E-7C00-88B4292032A0,100,0,4,,3,0,-374,20200515
B4D4A8E9-1DE5-41AA-4275-4A9DFAF2ECD1,101,0,4,,16,0,-301,20200728
0DA48AA8-EEFD-C5ED-0958-DF337E8634F1,102,0,5,,10,0,-481,29991231
149F45C0-190B-2D65-9B82-925ADC4CBEE0,103,0,5,,18,0,-576,20191029
03829899-7022-AE98-6E4E-8DC788B87F51,104,0,1,,16,0,-195,20201112
CA0CC2C6-7902-AD05-5E0D-FBF94A30250A,105,0,4,,1,0,-543,29991231
8EE13DC4-652A-18C5-2507-340BE54CA2E2,106,0,3,,7,0,-311,20200717
661C39DB-95D6-AA6E-C5DF-C3F00074B7A9,107,0,4,,4,0,-257,20200905
FB635CA5-42D8-6530-94FE-314B1CD5DE97,108,0,3,,14,0,-294,29991231
B8C4F02C-1441-7554-8CFC-D02454652B95,109,0,5,,3,0,-215,20201025
9268B208-39B0-85B1-20FA-948205C5A670,110,0,3,,20,0,-387,29991231
F7BD0154-EF58-CF7A-2474-8D8640ACB779,111,0,3,,17,0,0,20210525
DEF3931A-103B-D2EB-499F-2D9E08BE4268,112,0,3,,11,0,-46,20210411
55227508-4C58-235D-0D52-6D34F7B74F14,113,0,2,,10,0,-274,29991231
46BF19A9-E0F3-508E-34B9-3D7493E2B9B4,114,0,3,,5,0,-313,20200710
9CE89A0E-0DE2-1B32-9EB4-96D1A0889AAC,115,0,4,,17,0,-322,20200709
A6B40771-AEAD-C3BB-ED45-3AC007BF8707,116,0,4,,3,0,-112,20210205
495E9319-3FBB-4798-69BD-3DBA44AA1741,117,0,3,,19,0,-465,29991231
125E9046-C391-60E1-E2D4-628F91F4715C,118,0,5,,3,0,-459,29991231
8C6766A9-DB8A-CA18-8D44-06B661EB73C4,119,0,5,,16,0,20,29991231
0B26229B-D419-0701-1A64-A298199F52BA,120,0,4,,13,0,-62,20210324
73808494-B1CA-08E5-7D42-F34398DAFC10,121,0,1,,18,0,-514,29991231
0E6B9A2F-9FA6-5E3D-6B93-247F1DF5A3A1,122,0,5,,6,0,-380,29991231
B5AB2EBC-8460-58BA-98C3-C3B869CF6FDD,123,0,5,,17,0,-490,29991231
BE661572-D445-F9DD-6C7A-CE44230193D4,124,0,2,,15,0,-134,20210111
F1FE7FE1-FE3C-4BEF-4A5B-FEF12841BE1A,125,0,1,,9,0,-403,20200416
ECC2ADA9-611C-3896-3D71-22BCD136CE06,126,0,1,,7,0,-147,20201231
E0BAA0FB-2246-100E-1682-0365ADC01F2E,127,0,5,,3,0,-682,29991231
82464778-AC26-20BA-96C8-9DD6CD45D63E,128,0,5,,8,0,-297,29991231
A546254D-837D-53C8-D5F7-E34F66D9468D,129,0,3,,10,0,1,20210523
55FA8B83-F441-43AD-D70D-BBA73B8D355D,130,0,1,,20,0,-309,29991231
434844B1-DEF9-8E82-FEF8-30EFFBEDB247,131,0,1,,18,0,-606,29991231
F63880E6-726E-F168-1E00-9007A485613F,132,0,3,,20,0,-366,29991231
C43401FF-6EDF-A5CC-4AA9-47C9E1334C3F,133,0,1,,17,0,-615,20190917
E47C9F13-E590-FC00-A123-5ED97FC920EE,134,0,5,,15,0,-126,29991231
07D05A2A-2D77-D232-1146-F61CFC2A47BC,135,0,1,,11,0,-431,29991231
1AF255C7-60EE-DD24-080C-4D10DCE66598,136,0,5,,2,0,-694,20190628
05837A06-4D6A-23AB-0CC8-6BB7B12A71F1,137,0,1,,2,0,-398,20200416
951C594C-06B9-B7EA-D745-F85F9638DCBF,138,0,1,,6,0,-63,29991231
6395708A-F53C-32F5-2A7A-F59B370EF001,139,0,3,,12,0,-208,29991231
6E281895-58F4-0F09-CD6C-0CE70C8704E8,140,0,1,,2,0,-408,20200413
69905178-5D2D-BF4B-7C21-873B9F6A089C,141,0,1,,10,0,-99,20210215
B248BEC3-E31C-3FB1-078C-F3375880590E,142,0,4,,11,0,-592,29991231
224ED9EE-95C8-0B87-91C1-D75CE6053929,143,0,4,,20,0,-567,29991231
78905263-FC2E-457D-F317-7FC683A856F9,144,0,4,,5,0,-91,20210221
468090FC-8796-8910-8FD1-E2DF58B649E3,145,0,2,,7,0,-86,29991231
FCAF85D8-8A70-3D19-62B4-D62D9A4511C2,146,0,3,,20,0,-12,20210511
F0473AC5-F447-1BB5-238C-C19C41477F49,147,0,4,,16,0,-278,20200815
B335FCFD-E6DB-689B-C2E6-7DCDFFDF7DC5,148,0,3,,19,0,-247,29991231
04189FFC-6102-781D-702A-D6B4FC79AEAA,149,0,4,,1,0,-185,20201115
9F3D2B99-344C-98AC-A2DB-5B2B22E7B9D0,150,0,2,,9,0,-44,20210412
D6059D12-9852-9C9D-22AE-AE2302F83BB1,151,0,2,,4,0,-476,29991231
2823552A-17D6-AB52-4ACA-5592EB1C1664,152,0,3,,10,0,-203,29991231
67CB21CD-CCDB-213A-E55D-0C1D5C399A13,153,0,3,,2,0,-415,20200403
123912AA-F40F-4A67-648B-315A88A91A95,154,0,4,,8,0,-588,29991231
45D5D2E8-EED3-F998-CFBB-C3FAA86FE9B2,155,0,1,,15,0,-604,20191002
9A51DE44-A4FC-2684-930E-101EC914B92F,156,0,5,,5,0,-447,29991231
198D117E-EF75-10FE-C8AD-CADDB44A95D1,157,0,5,,12,0,-364,29991231
5972C49C-512C-3DE3-B6C3-C8002D8C5F8B,158,0,3,,10,0,-296,29991231
8EAA48C2-20A3-CF89-1409-8201B044BD0D,159,0,5,,1,0,-237,20201003
50387583-AE09-7B00-0A55-7A01197EEDA5,160,0,4,,20,0,-237,29991231
6E6B95AA-776B-5DC5-492C-198479E4328E,161,0,2,,9,0,-468,29991231
B8BE2E0A-BA30-A7C4-4298-9115E32A9F56,162,0,4,,2,0,-526,29991231
6FDFC207-F59A-5122-70A2-2A509A4E127B,163,0,1,,18,0,-107,20210207
74BC775E-7D12-0544-2BCA-99F045347B43,164,0,1,,13,0,-630,29991231
B895DEC6-F1AB-7D12-AE97-9AC18304E311,165,0,2,,20,0,-384,20200505
295FEB04-2487-B1FE-36C7-0E43BF94B147,166,0,3,,8,0,-159,20201217
11D748CF-4D98-DFB7-E65B-49778D11AD08,167,0,4,,7,0,-670,29991231
4CF56EAD-7471-EF76-841A-F3F860273D94,168,0,3,,20,0,-494,20200116
A87A2080-C787-B2D0-80A4-28675913AC77,169,0,1,,3,0,-274,29991231
4021AAE6-C865-2E48-38D9-46C98F3DC8CF,170,0,1,,6,0,-117,20210123
BE4E0F96-26C5-72ED-6C0E-3A3F551FA395,171,0,1,,19,0,-414,20200401
B18206D6-B4A9-B9D6-2021-052D80BE05D4,172,0,1,,5,0,-413,20200405
37BFF98C-5794-3500-2BA2-9DF99C1BFEAE,173,0,4,,11,0,-447,20200305
C96608BC-6AB2-56AD-1537-FCE46C4A5150,174,0,5,,7,0,-118,20210127
BA818700-B964-4099-3CEE-BF6576308C8E,175,0,4,,14,0,-153,20201221
A946511A-BFAE-C843-FB45-2BED96BFD5CE,176,0,4,,16,0,16,29991231
CAF8C3FD-C8E1-0F45-A684-12E2FDC18E01,177,0,1,,11,0,-165,20201205
29D53149-4D6F-54C2-420F-6B8A3FCA8618,178,0,1,,17,0,-79,29991231
20E26DE3-5AD7-3266-ACA4-FFBBFA1524D4,179,0,1,,1,0,-599,29991231
CDBD3964-A8A7-11F7-6A95-7162A4186673,180,0,3,,11,0,-5,29991231
0C3DB4AB-A0F5-1531-1B99-C318EA8CE88A,181,0,1,,1,0,-218,20201015
790E9965-6CCE-EE71-DB98-DF27C6C69605,182,0,5,,7,0,-510,20191231
FDFDBEA8-83E9-3C39-4564-018E829F2924,183,0,2,,17,0,-374,29991231
64C0D66C-F291-8854-C3AD-5BF2D139D85F,184,0,3,,15,0,-69,20210312
E907DF72-8C5E-1EA4-F9E0-61F10EDEE975,185,0,4,,4,0,-676,20190719
44406B81-CA8E-A4BD-7748-B91AB1A78785,186,0,1,,2,0,-438,20200310
6200613A-F2F2-A50B-D291-B48FA17DAA6F,187,0,3,,1,0,-434,29991231
3151409E-48CB-DE9C-9EC8-1D6D6D72D9B9,188,0,1,,8,0,-127,20210116
06AFF322-F8D1-F557-3757-8DD28C454846,189,0,3,,8,0,-249,20200917
38943DF4-F9E0-C91A-331F-A819E383CB2E,190,0,4,,13,0,-221,29991231
E3008C44-CF23-01FC-F9FC-646EE6C99D63,191,0,4,,1,0,-336,29991231
1DB0BC8E-D951-E35A-D7D6-A75AB77F05FB,192,0,5,,8,0,-482,29991231
AA2DFD0A-34DD-2E76-E9E2-E1E112EB2421,193,0,3,,8,0,-350,20200603
940BE6A0-FAB1-8675-5F3F-6B88D3648B25,194,0,1,,9,0,-133,20210108
DE708C33-5F75-0AF0-67DB-16FB42C57130,195,0,3,,19,0,-349,29991231
F991D65C-789A-C594-2736-4C3C07A99C55,196,0,5,,20,0,-329,29991231
C47CB033-5896-267A-E012-16C9EFEC114B,197,0,2,,13,0,-437,29991231
D55DD6A9-8069-8453-A249-463E6F0AA740,198,0,5,,12,0,-362,29991231
F00780DB-2E3C-4B24-50D6-51F152E9D76D,199,0,1,,12,0,-11,20210508
D87F6B9F-CBFF-AFA5-DB42-8876637CC170,200,0,1,,19,0,-263,20200907
14290BB8-4386-CB0D-81C7-3DD1554F7487,201,0,3,,16,0,-234,29991231
46DBE7B0-A714-88F1-0E89-E6BE3A02F54E,202,0,4,,10,0,-633,29991231
B9DCE9DF-2400-F35B-8CC1-6F8CC22792C4,203,0,1,,6,0,-118,29991231
E521411E-90FF-B999-C8BA-0936DDD1C5E1,204,0,3,,11,0,-636,29991231
B046D594-9C20-ABA2-F28E-6B650F75D76E,205,0,1,,8,0,-313,20200711
9A0B9919-F61B-0E4C-6401-465C670F8E0F,206,0,5,,12,0,-372,20200515
CF53511A-9B2A-FA33-F110-365123D44717,207,0,2,,6,0,-456,20200221
1530318A-0EAA-5082-FAC1-068D1D3BA65C,208,0,4,,9,0,-241,29991231
4D50E58A-230F-6F34-40BB-FF6FF9F82B27,209,0,1,,20,0,-98,20210210
CED84A4C-6446-7A8C-3FC9-3F898D7F2668,210,0,4,,9,0,-647,29991231
F666FC85-B136-FE79-871D-7BD08EA9DD90,211,0,5,,15,0,-486,29991231
0AB1F112-F49E-B8CB-BB8A-53D2D13EFEE2,212,0,3,,7,0,-122,20210118
80AD8487-900F-2EFB-EF3A-4330164F9321,213,0,1,,17,0,-12,20210507
7F805A36-1821-36CB-8A79-25211959B504,214,0,2,,19,0,-82,29991231
C03F4ADC-4D9F-C04D-59A7-9B16D9739D9D,215,0,5,,6,0,-673,29991231
20FF7696-A8AF-1666-2EC6-BFCBAE1F6C8D,216,0,3,,4,0,-642,20190821
CDDBF8EC-8F57-EDE0-470A-9D2BF2E43015,217,0,2,,19,0,-345,20200616
F26B2BF3-84BF-4EE3-B842-193FBAD77260,218,0,2,,9,0,-640,20190823
23959AE7-6DBC-037A-B4C3-BC6BEEFCD450,219,0,2,,9,0,-333,20200628
8957C507-FEB7-228C-6102-47A2D908A606,220,0,5,,7,0,-612,20190916
FE3985BC-0835-99A4-331B-1A3B38FC2535,221,0,3,,16,0,-506,20200102
70E1CE58-07CC-BE41-9670-46DA95C4F2AD,222,0,3,,6,0,-481,20200124
492FF972-0606-712F-8A4C-B63826F1F2BE,223,0,2,,13,0,-122,20210119
E22B306C-2196-1FDE-39DF-6C1909B7793A,224,0,2,,14,0,-139,20210109
FB044624-F9F0-488C-8308-2ED6AB74D73F,225,0,3,,2,0,-181,29991231
5697D498-8D53-9535-1ED3-362B9EA3CD41,226,0,1,,7,0,-201,20201030
D4A59E59-333A-79E5-E38C-4441E633EB76,227,0,1,,2,0,-334,20200627
C99A6862-F006-8CB1-6DAF-9CB4F7C17C07,228,0,1,,9,0,-264,29991231
988137D0-3ABE-350E-A1A8-33E1522F6DB3,229,0,1,,15,0,-93,20210222
AA887C6A-782D-5574-FF41-94EBBA9DA7D9,230,0,2,,14,0,-50,29991231
47ABCB92-03BE-DE8E-7416-E28FE19631DE,231,0,5,,2,0,-316,29991231
12BB582B-2F1A-1FB7-939D-A75F5FF02692,232,0,5,,4,0,-57,29991231
E8A5B4C9-0BCB-5FA8-58FB-A849359E8C63,233,0,2,,17,0,-629,29991231
F4A73420-9514-D2E2-E414-6FF829148F0B,234,0,1,,19,0,-235,29991231
4EDA5417-1589-D296-2B66-01210AB13B1A,235,0,2,,11,0,-454,20200229
CE5140CA-1157-49A4-AABE-545C005DAF34,236,0,1,,1,0,-156,29991231
9725AA23-DF8F-132C-CDD7-CF2CA88CE732,237,0,3,,12,0,-9,29991231
B7811CED-0D38-87C2-FF53-071B74695CE1,238,0,4,,8,0,-201,20201103
5C64FD83-9D4F-485F-996E-10E6EAB826B1,239,0,4,,1,0,-94,29991231
1D652735-3B2F-FAB9-AC22-E819B57BBD99,240,0,2,,13,0,-469,20200213
59A2C259-0AF4-FE39-4904-B262E8826EFC,241,0,5,,15,0,-67,20210316
4A6B777A-6647-D925-067B-536645042AB1,242,0,5,,14,0,-539,29991231
937614B8-F9F3-9935-5A2D-ADEED12C7DFF,243,0,5,,7,0,-314,29991231
09CC9CAC-CD30-D2C8-8FCC-0CE76A5D5C29,244,0,1,,14,0,-450,20200303
693DEBAE-6478-BC70-B175-2B0B6964F423,245,0,4,,5,0,-466,29991231
66FCDAF0-1FA3-A5B2-813F-93E07756D808,246,0,5,,10,0,-676,20190720
E3839841-665F-F158-BC80-5A7560F778EE,247,0,3,,20,0,-436,20200316
0A13B31A-200B-28CC-4569-53243C961976,248,0,3,,13,0,-43,20210414
399BDE92-5B9B-DCA9-ED8B-9AF2F75EF767,249,0,2,,7,0,-699,20190622
658B4AA7-9653-B101-1E03-962AE45FBD01,250,0,2,,8,0,-370,29991231
8F413891-87B4-065A-E4D5-AC1016D43BD9,251,0,1,,3,0,-674,20190721
A71E4BF7-5A5D-7D43-16E9-A0650FA84AD7,252,0,1,,17,0,-573,20191031
BE37BBB5-E616-0F38-C993-DD1608131671,253,0,1,,8,0,-148,20201227
7ED8B768-7D37-1154-6DED-C12C7E8033F9,254,0,3,,9,0,-255,20200913
24913345-BB22-B4AC-300A-5F4D984509E4,255,0,4,,6,0,-131,29991231
743B78DA-B3FD-C531-B1C3-DBAD6CB21021,256,0,5,,16,0,-121,20210120
67A07D78-3B49-580F-9A21-45804642C766,257,0,5,,8,0,-678,29991231
69877ACE-0D9B-FA64-85A2-37A4BEE1B3BE,258,0,4,,11,0,-583,20191021
6D9C98FF-732B-AC60-3760-DB9B79C6D5E6,259,0,4,,19,0,-419,20200331
81CE6725-244C-B5FA-4986-4E0DC2CAF4A0,260,0,2,,17,0,-168,20201209
832DD8E5-D33F-1AAC-EC01-A1AC8C8D0003,261,0,4,,20,0,-621,20190908
791CB534-B2C3-F6FE-E517-52B355C07DB3,262,0,5,,3,0,-579,29991231
7C7F1B3C-9F4E-1264-743F-084AA33191DC,263,0,3,,8,0,-66,29991231
4711830C-9481-0C6E-91D3-77E039C3AD19,264,0,3,,14,0,-429,29991231
53A8B182-92D8-CF6F-9928-E55079A92D44,265,0,2,,5,0,-695,20190630
BAF82E03-FC02-24A2-7A01-B8DE58244DD3,266,0,4,,16,0,-113,29991231
35C0C9E3-09DF-5A7C-56B1-180E7D92801A,267,0,1,,15,0,-11,29991231
02EE3881-0286-F746-D073-0C541EFD23F3,268,0,5,,8,0,-540,20191203
C9551A24-022D-07B0-2F3C-F165FDB460CC,269,0,3,,2,0,-631,29991231
A223A6A0-F635-126B-946B-CE4587AF94F5,270,0,3,,13,0,-65,20210320
2D860788-A92A-8835-22AA-C75C53C7595F,271,0,5,,14,0,-471,20200209
94F8DDD8-1A8C-9D70-DB0C-7E754A121241,272,0,4,,12,0,-447,20200304
49FE4C16-208E-38C2-CB8E-334572944B88,273,0,2,,9,0,-38,29991231
7E5E71A9-A453-CAA2-F695-57F12B73C572,274,0,3,,5,0,-201,29991231
CEA1C475-457F-CC3F-283D-CB242946861E,275,0,2,,14,0,-109,20210208
407C53F0-24A9-009C-1148-1892DE78DF9C,276,0,2,,19,0,-90,20210222
9651F0AF-BCDA-3160-821F-38CAA07B1716,277,0,5,,15,0,-364,29991231
E3C0E374-48A1-8FCF-7378-556D532F7221,278,0,4,,1,0,-285,29991231
F63214C8-989F-B84B-CF55-9E2A58FDE059,279,0,4,,19,0,-583,29991231
E023B196-A324-9563-0340-61FDA70DDC3A,280,0,1,,8,0,-339,29991231
CFEC6754-8E67-9B6B-B0C4-AF883DFA6741,281,0,4,,14,0,-307,20200717
79B8A359-D278-A542-D489-C1CF8A2B9FF7,282,0,2,,16,0,-126,29991231
C09D571A-6B6E-89F9-A359-80816A4A3387,283,0,4,,11,0,-134,20210106
782D0332-7A7C-7503-ACC4-60C925D6BAD0,284,0,2,,4,0,-314,29991231
5C1FDD66-652F-4E9F-0558-D79365513CE2,285,0,3,,17,0,-275,29991231
9406FC26-978F-D92F-B10F-65D30BF52550,286,0,2,,2,0,-462,29991231
3362C88A-4C7B-3CFE-665D-92959324A777,287,0,3,,3,0,-573,29991231
351DBC23-3103-59A0-32FB-3E4458C4B79F,288,0,3,,11,0,-145,20210101
BC51A0D4-0593-68A8-8370-6C80C1CC2F9A,289,0,5,,6,0,-604,20191002
302CBF07-C5FD-96F6-3353-1EE813822C9B,290,0,4,,1,0,-655,29991231
4EBD9246-0244-6428-F984-7BD19029B998,291,0,4,,3,0,-541,20191204
3CB3AD22-E428-916F-90CE-A7D4745B45ED,292,0,1,,11,0,-554,20191121
E6A07068-3CDB-1BF2-B795-B30103F79CB8,293,0,3,,20,0,-3,20210523
EB847DC9-4504-9FDC-4444-6CDEC4069382,294,0,5,,5,0,-302,20200729
5FA367D9-1DE1-4E41-1B61-15B04B89EEBD,295,0,5,,19,0,-251,20200914
66331792-D05B-0BE4-B044-DFD574714824,296,0,5,,15,0,-52,20210329
49C915A2-F15C-4472-8EEE-3D92A73A1FF4,297,0,3,,11,0,-655,20190803
DC15BF06-A176-012F-44A9-6445B66248CD,298,0,4,,16,0,-249,29991231
03428B35-8546-60B3-5ECF-B87CB2637833,299,0,5,,11,0,-142,29991231
9C8193B1-E928-FBEF-882D-DCCE5A33BB99,300,0,2,,4,0,-497,20200117
C668922D-1840-50D1-5048-D7DFF0303110,301,0,3,,11,0,-455,20200221
7E7F2D15-AEE2-E661-DBBE-7A73E72E81E6,302,0,1,,17,0,-209,20201023
