OPPORTUNITY_ID,STATUS,STATUS_DATE,EVENT_COUNT,EVENT_STATUS,OPPORTUNITY_TK,ASSIGNED_USER_TK,CAMPAIGN_TK,ACCOUNT_TK,EVENT_AGE,EVENT_CREATED_TK
1AA1A8D6-7F07-DD2D-C159-51725F9AFF9E,Prospecting                                                                                                                                                                                                                                                    ,2020/12/04 00:00:00.000000000,1,1,229,19,1,95,0.0,-145
15C62E2F-4814-F333-1B40-AB41AB4EC0A3,Prospecting                                                                                                                                                                                                                                                    ,2020/05/12 00:00:00.000000000,1,1,255,11,2,5,0.0,-351
419D9FDD-F3E9-6D7C-40A9-4DF144B9DE2D,Prospecting                                                                                                                                                                                                                                                    ,2019/12/29 00:00:00.000000000,1,1,288,19,3,6,0.0,-486
B4B7ED8A-CB7F-6799-419E-B687804A1E82,Prospecting                                                                                                                                                                                                                                                    ,2019/06/07 00:00:00.000000000,1,1,306,3,3,77,0.0,-691
57608C71-058B-64D2-3267-F0276FEAC055,Prospecting                                                                                                                                                                                                                                                    ,2019/06/28 00:00:00.000000000,1,1,307,20,4,68,0.0,-670
81BDB319-ACD1-B6A6-B007-B764447F04E5,Prospecting                                                                                                                                                                                                                                                    ,2020/01/12 00:00:00.000000000,1,0,1,13,5,74,0.0,-472
81BDB319-ACD1-B6A6-B007-B764447F04E5,Prospecting                                                                                                                                                                                                                                                    ,2020/01/22 00:00:00.000000000,-1,0,1,13,5,74,864000.0,-462
81BDB319-ACD1-B6A6-B007-B764447F04E5,Qualification                                                                                                                                                                                                                                                  ,2020/01/31 00:00:00.000000000,-1,0,1,13,5,74,1641600.0,-453
81BDB319-ACD1-B6A6-B007-B764447F04E5,Qualification                                                                                                                                                                                                                                                  ,2020/01/22 00:00:00.000000000,1,0,1,13,5,74,0.0,-462
81BDB319-ACD1-B6A6-B007-B764447F04E5,Needs Analysis                                                                                                                                                                                                                                                 ,2020/01/31 00:00:00.000000000,1,0,1,13,5,74,0.0,-453
81BDB319-ACD1-B6A6-B007-B764447F04E5,Value Proposition                                                                                                                                                                                                                                              ,2020/02/02 00:00:00.000000000,1,0,1,13,5,74,0.0,-451
F5DC05B3-3C0F-B1F1-279F-27C0BA1240B9,Prospecting                                                                                                                                                                                                                                                    ,2020/04/08 00:00:00.000000000,1,0,3,11,2,30,0.0,-385
81BDB319-ACD1-B6A6-B007-B764447F04E5,Needs Analysis                                                                                                                                                                                                                                                 ,2020/02/02 00:00:00.000000000,-1,0,1,13,5,74,1814400.0,-451
81BDB319-ACD1-B6A6-B007-B764447F04E5,Value Proposition                                                                                                                                                                                                                                              ,2020/02/20 00:00:00.000000000,-1,0,1,13,5,74,3369600.0,-433
F5DC05B3-3C0F-B1F1-279F-27C0BA1240B9,Prospecting                                                                                                                                                                                                                                                    ,2020/04/17 00:00:00.000000000,-1,0,3,11,2,30,777600.0,-376
004C986D-959E-7655-2960-B5AED8CA40A0,Prospecting                                                                                                                                                                                                                                                    ,2019/09/04 00:00:00.000000000,-1,0,4,5,3,80,604800.0,-602
004C986D-959E-7655-2960-B5AED8CA40A0,Qualification                                                                                                                                                                                                                                                  ,2019/09/13 00:00:00.000000000,-1,0,4,5,3,80,1382400.0,-593
004C986D-959E-7655-2960-B5AED8CA40A0,Needs Analysis                                                                                                                                                                                                                                                 ,2019/09/25 00:00:00.000000000,-1,0,4,5,3,80,2419200.0,-581
004C986D-959E-7655-2960-B5AED8CA40A0,Value Proposition                                                                                                                                                                                                                                              ,2019/10/07 00:00:00.000000000,-1,0,4,5,3,80,3456000.0,-569
004C986D-959E-7655-2960-B5AED8CA40A0,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/10/10 00:00:00.000000000,-1,0,4,5,3,80,3715200.0,-566
004C986D-959E-7655-2960-B5AED8CA40A0,Perception Analysis                                                                                                                                                                                                                                            ,2019/10/26 00:00:00.000000000,-1,0,4,5,3,80,5097600.0,-550
004C986D-959E-7655-2960-B5AED8CA40A0,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/08/28 00:00:00.000000000,-1,0,4,5,3,80,0.0,-609
004C986D-959E-7655-2960-B5AED8CA40A0,Negotiation/Review                                                                                                                                                                                                                                             ,2019/11/11 00:00:00.000000000,-1,0,4,5,3,80,6480000.0,-534
770462A4-BC38-C844-100F-0E4DFCA61E08,Prospecting                                                                                                                                                                                                                                                    ,2019/06/29 00:00:00.000000000,-1,0,8,18,1,23,518400.0,-669
770462A4-BC38-C844-100F-0E4DFCA61E08,Qualification                                                                                                                                                                                                                                                  ,2019/07/09 00:00:00.000000000,-1,0,8,18,1,23,1382400.0,-659
770462A4-BC38-C844-100F-0E4DFCA61E08,Needs Analysis                                                                                                                                                                                                                                                 ,2019/07/21 00:00:00.000000000,-1,0,8,18,1,23,2419200.0,-647
770462A4-BC38-C844-100F-0E4DFCA61E08,Value Proposition                                                                                                                                                                                                                                              ,2019/07/25 00:00:00.000000000,-1,0,8,18,1,23,2764800.0,-643
770462A4-BC38-C844-100F-0E4DFCA61E08,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/08/10 00:00:00.000000000,-1,0,8,18,1,23,4147200.0,-627
770462A4-BC38-C844-100F-0E4DFCA61E08,Perception Analysis                                                                                                                                                                                                                                            ,2019/08/16 00:00:00.000000000,-1,0,8,18,1,23,4665600.0,-621
770462A4-BC38-C844-100F-0E4DFCA61E08,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/06/23 00:00:00.000000000,-1,0,8,18,1,23,0.0,-675
98EEC690-E8BC-F6AF-07A0-AFA7647CDBFF,Prospecting                                                                                                                                                                                                                                                    ,2020/03/26 00:00:00.000000000,-1,0,12,11,2,3,259200.0,-398
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Prospecting                                                                                                                                                                                                                                                    ,2019/12/01 00:00:00.000000000,-1,0,15,19,5,39,259200.0,-514
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Qualification                                                                                                                                                                                                                                                  ,2019/12/09 00:00:00.000000000,-1,0,15,19,5,39,950400.0,-506
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Needs Analysis                                                                                                                                                                                                                                                 ,2019/12/28 00:00:00.000000000,-1,0,15,19,5,39,2592000.0,-487
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Value Proposition                                                                                                                                                                                                                                              ,2020/01/07 00:00:00.000000000,-1,0,15,19,5,39,3456000.0,-477
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Identifying Decision Makers                                                                                                                                                                                                                                    ,2020/01/17 00:00:00.000000000,-1,0,15,19,5,39,4320000.0,-467
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Perception Analysis                                                                                                                                                                                                                                            ,2020/01/25 00:00:00.000000000,-1,0,15,19,5,39,5011200.0,-459
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/11/28 00:00:00.000000000,-1,0,15,19,5,39,0.0,-517
6A4AEDDA-19EC-B50A-1DAC-E3EB81A0545D,Negotiation/Review                                                                                                                                                                                                                                             ,2020/02/13 00:00:00.000000000,-1,0,15,19,5,39,6652800.0,-440
29818709-51E4-94C9-E1BB-9744C8B3DE4E,Prospecting                                                                                                                                                                                                                                                    ,2020/03/17 00:00:00.000000000,-1,0,18,18,2,76,691200.0,-407
29818709-51E4-94C9-E1BB-9744C8B3DE4E,Qualification                                                                                                                                                                                                                                                  ,2020/03/21 00:00:00.000000000,-1,0,18,18,2,76,1036800.0,-403
29818709-51E4-94C9-E1BB-9744C8B3DE4E,Needs Analysis                                                                                                                                                                                                                                                 ,2020/04/04 00:00:00.000000000,-1,0,18,18,2,76,2246400.0,-389
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Prospecting                                                                                                                                                                                                                                                    ,2019/07/19 00:00:00.000000000,-1,0,19,17,3,37,432000.0,-649
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Qualification                                                                                                                                                                                                                                                  ,2019/07/30 00:00:00.000000000,-1,0,19,17,3,37,1382400.0,-638
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Needs Analysis                                                                                                                                                                                                                                                 ,2019/08/11 00:00:00.000000000,-1,0,19,17,3,37,2419200.0,-626
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Value Proposition                                                                                                                                                                                                                                              ,2019/08/17 00:00:00.000000000,-1,0,19,17,3,37,2937600.0,-620
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/08/30 00:00:00.000000000,-1,0,19,17,3,37,4060800.0,-607
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Perception Analysis                                                                                                                                                                                                                                            ,2019/09/08 00:00:00.000000000,-1,0,19,17,3,37,4838400.0,-598
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/07/14 00:00:00.000000000,-1,0,19,17,3,37,0.0,-654
339D86F7-541F-0E5E-4F3C-2E19EC1D6171,Negotiation/Review                                                                                                                                                                                                                                             ,2019/10/02 00:00:00.000000000,-1,0,19,17,3,37,6912000.0,-574
F5670FCF-BFAD-712A-4510-33CC0A101A8C,Prospecting                                                                                                                                                                                                                                                    ,2020/01/19 00:00:00.000000000,-1,0,20,1,5,38,345600.0,-465
23A2CF38-B65D-DCFA-C64B-96DA100D06B0,Prospecting                                                                                                                                                                                                                                                    ,2020/05/06 00:00:00.000000000,-1,0,23,17,4,6,86400.0,-357
23A2CF38-B65D-DCFA-C64B-96DA100D06B0,Qualification                                                                                                                                                                                                                                                  ,2020/05/23 00:00:00.000000000,-1,0,23,17,4,6,1555200.0,-340
23A2CF38-B65D-DCFA-C64B-96DA100D06B0,Needs Analysis                                                                                                                                                                                                                                                 ,2020/05/30 00:00:00.000000000,-1,0,23,17,4,6,2160000.0,-333
23A2CF38-B65D-DCFA-C64B-96DA100D06B0,Value Proposition                                                                                                                                                                                                                                              ,2020/06/10 00:00:00.000000000,-1,0,23,17,4,6,3110400.0,-322
E21BD6A9-B671-3C6C-A588-600E0B0A12F6,Prospecting                                                                                                                                                                                                                                                    ,2019/08/27 00:00:00.000000000,-1,0,24,20,4,86,86400.0,-610
492CFE51-F44C-CAF5-6A69-B0082C72D848,Prospecting                                                                                                                                                                                                                                                    ,2020/05/12 00:00:00.000000000,-1,0,25,14,4,90,518400.0,-351
E1AD6FC3-0138-A782-3AF4-E0CC01C106D3,Prospecting                                                                                                                                                                                                                                                    ,2020/11/01 00:00:00.000000000,-1,0,30,15,1,70,691200.0,-178
E1AD6FC3-0138-A782-3AF4-E0CC01C106D3,Qualification                                                                                                                                                                                                                                                  ,2020/11/11 00:00:00.000000000,-1,0,30,15,1,70,1555200.0,-168
E1AD6FC3-0138-A782-3AF4-E0CC01C106D3,Needs Analysis                                                                                                                                                                                                                                                 ,2020/11/16 00:00:00.000000000,-1,0,30,15,1,70,1987200.0,-163
E1AD6FC3-0138-A782-3AF4-E0CC01C106D3,Value Proposition                                                                                                                                                                                                                                              ,2020/11/29 00:00:00.000000000,-1,0,30,15,1,70,3110400.0,-150
25127821-E974-F077-8310-6F41E84293FE,Prospecting                                                                                                                                                                                                                                                    ,2020/01/08 00:00:00.000000000,-1,0,32,11,5,18,86400.0,-476
25127821-E974-F077-8310-6F41E84293FE,Qualification                                                                                                                                                                                                                                                  ,2020/01/20 00:00:00.000000000,-1,0,32,11,5,18,1123200.0,-464
25127821-E974-F077-8310-6F41E84293FE,Needs Analysis                                                                                                                                                                                                                                                 ,2020/02/01 00:00:00.000000000,-1,0,32,11,5,18,2160000.0,-452
25127821-E974-F077-8310-6F41E84293FE,Value Proposition                                                                                                                                                                                                                                              ,2020/02/13 00:00:00.000000000,-1,0,32,11,5,18,3196800.0,-440
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Prospecting                                                                                                                                                                                                                                                    ,2019/08/30 00:00:00.000000000,-1,0,34,13,1,8,777600.0,-607
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Qualification                                                                                                                                                                                                                                                  ,2019/09/01 00:00:00.000000000,-1,0,34,13,1,8,950400.0,-605
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Needs Analysis                                                                                                                                                                                                                                                 ,2019/09/13 00:00:00.000000000,-1,0,34,13,1,8,1987200.0,-593
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Value Proposition                                                                                                                                                                                                                                              ,2019/09/26 00:00:00.000000000,-1,0,34,13,1,8,3110400.0,-580
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/10/07 00:00:00.000000000,-1,0,34,13,1,8,4060800.0,-569
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Perception Analysis                                                                                                                                                                                                                                            ,2019/10/16 00:00:00.000000000,-1,0,34,13,1,8,4838400.0,-560
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/08/21 00:00:00.000000000,-1,0,34,13,1,8,0.0,-616
900BF764-2DD6-B88F-E8C5-5D3DB26F2065,Negotiation/Review                                                                                                                                                                                                                                             ,2019/11/06 00:00:00.000000000,-1,0,34,13,1,8,6652800.0,-539
F7085103-C600-1F27-9DF8-33425E9B308C,Prospecting                                                                                                                                                                                                                                                    ,2019/11/28 00:00:00.000000000,-1,0,35,1,3,1,864000.0,-517
F7085103-C600-1F27-9DF8-33425E9B308C,Qualification                                                                                                                                                                                                                                                  ,2019/12/07 00:00:00.000000000,-1,0,35,1,3,1,1641600.0,-508
F7085103-C600-1F27-9DF8-33425E9B308C,Needs Analysis                                                                                                                                                                                                                                                 ,2019/12/10 00:00:00.000000000,-1,0,35,1,3,1,1900800.0,-505
9B7E6477-98AC-85B0-E35D-D5CBF33AD69D,Prospecting                                                                                                                                                                                                                                                    ,2019/10/04 00:00:00.000000000,-1,0,37,16,2,90,345600.0,-572
9B7E6477-98AC-85B0-E35D-D5CBF33AD69D,Qualification                                                                                                                                                                                                                                                  ,2019/10/12 00:00:00.000000000,-1,0,37,16,2,90,1036800.0,-564
9B7E6477-98AC-85B0-E35D-D5CBF33AD69D,Needs Analysis                                                                                                                                                                                                                                                 ,2019/10/26 00:00:00.000000000,-1,0,37,16,2,90,2246400.0,-550
9B7E6477-98AC-85B0-E35D-D5CBF33AD69D,Value Proposition                                                                                                                                                                                                                                              ,2019/11/02 00:00:00.000000000,-1,0,37,16,2,90,2851200.0,-543
9B7E6477-98AC-85B0-E35D-D5CBF33AD69D,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/11/13 00:00:00.000000000,-1,0,37,16,2,90,3801600.0,-532
F63F0249-7BD9-49BF-E23B-B169B308B05E,Prospecting                                                                                                                                                                                                                                                    ,2020/03/19 00:00:00.000000000,-1,0,38,14,5,13,172800.0,-405
F63F0249-7BD9-49BF-E23B-B169B308B05E,Qualification                                                                                                                                                                                                                                                  ,2020/04/03 00:00:00.000000000,-1,0,38,14,5,13,1468800.0,-390
F63F0249-7BD9-49BF-E23B-B169B308B05E,Needs Analysis                                                                                                                                                                                                                                                 ,2020/04/14 00:00:00.000000000,-1,0,38,14,5,13,2419200.0,-379
F63F0249-7BD9-49BF-E23B-B169B308B05E,Value Proposition                                                                                                                                                                                                                                              ,2020/04/26 00:00:00.000000000,-1,0,38,14,5,13,3456000.0,-367
F63F0249-7BD9-49BF-E23B-B169B308B05E,Identifying Decision Makers                                                                                                                                                                                                                                    ,2020/05/06 00:00:00.000000000,-1,0,38,14,5,13,4320000.0,-357
F63F0249-7BD9-49BF-E23B-B169B308B05E,Perception Analysis                                                                                                                                                                                                                                            ,2020/05/09 00:00:00.000000000,-1,0,38,14,5,13,4579200.0,-354
45C7D354-8A6E-8B46-3524-D95E992AA021,Prospecting                                                                                                                                                                                                                                                    ,2020/01/23 00:00:00.000000000,-1,0,41,12,2,23,691200.0,-461
45C7D354-8A6E-8B46-3524-D95E992AA021,Qualification                                                                                                                                                                                                                                                  ,2020/02/03 00:00:00.000000000,-1,0,41,12,2,23,1641600.0,-450
45C7D354-8A6E-8B46-3524-D95E992AA021,Needs Analysis                                                                                                                                                                                                                                                 ,2020/02/07 00:00:00.000000000,-1,0,41,12,2,23,1987200.0,-446
45C7D354-8A6E-8B46-3524-D95E992AA021,Value Proposition                                                                                                                                                                                                                                              ,2020/02/19 00:00:00.000000000,-1,0,41,12,2,23,3024000.0,-434
74E040A3-EFB3-DA0E-0302-127E12138F17,Prospecting                                                                                                                                                                                                                                                    ,2020/04/17 00:00:00.000000000,-1,0,43,14,2,70,604800.0,-376
74E040A3-EFB3-DA0E-0302-127E12138F17,Qualification                                                                                                                                                                                                                                                  ,2020/04/30 00:00:00.000000000,-1,0,43,14,2,70,1728000.0,-363
74E040A3-EFB3-DA0E-0302-127E12138F17,Needs Analysis                                                                                                                                                                                                                                                 ,2020/05/04 00:00:00.000000000,-1,0,43,14,2,70,2073600.0,-359
2908A140-B4F7-C4C2-322C-A606667BDBEB,Prospecting                                                                                                                                                                                                                                                    ,2020/08/28 00:00:00.000000000,-1,0,44,8,1,28,259200.0,-243
2908A140-B4F7-C4C2-322C-A606667BDBEB,Qualification                                                                                                                                                                                                                                                  ,2020/09/14 00:00:00.000000000,-1,0,44,8,1,28,1728000.0,-226
