PRODUCT_CATEGORY_ID,PRODUCT_ID,PRODUCT_NAME,PRODUCT_MAINCODE,PRODUCT_PART_NUMBER,PRODUCT_UNIT_PRICE,PRODUCT_UNIT_COST,PRODUCT_CATEGORY_NAME
58,23,Blue Label Noodle Soup                                      ,32829326987,32829326987,1.75,1.575,Canned Soup                   
58,24,Blue Label Regular Ramen Soup                               ,12408414483,12408414483,1.73,1.557,Canned Soup                   
58,25,Blue Label Chicken Noodle Soup                              ,62032982707,62032982707,1.55,1.395,Canned Soup                   
58,26,Blue Label Turkey Noodle Soup                               ,34751966595,34751966595,0.88,0.792,Canned Soup                   
58,27,Blue Label Beef Soup                                        ,29712170958,29712170958,2.65,2.385,Canned Soup                   
62,28,Blue Label Canned Peas                                      ,61668921113,61668921113,3.91,3.519,Vegetables                    
58,29,Blue Label Chicken Ramen Soup                               ,25866891741,25866891741,1.78,1.602,Canned Soup                   
93,30,Blue Label Canned Tuna in Water                             ,93159278035,93159278035,1.41,1.269,Canned Tuna                   
93,31,Blue Label Canned Tuna in Oil                               ,50497145056,50497145056,1.55,1.395,Canned Tuna                   
94,32,Blue Label Large Canned Shrimp                              ,87027297616,87027297616,2.86,2.574,Canned Shrimp                 
95,33,Blue Label Fancy Canned Anchovies                           ,44581629633,44581629633,1.36,1.224,Canned Anchovies              
96,34,Blue Label Fancy Canned Clams                               ,50349548459,50349548459,1.69,1.521,Canned Clams                  
97,35,Blue Label Fancy Canned Oysters                             ,36162948012,36162948012,2.21,1.989,Canned Oysters                
98,36,Blue Label Fancy Canned Sardines                            ,11168633103,11168633103,1.8,1.62,Canned Sardines               
58,37,Blue Label Rice Soup                                        ,32317668795,32317668795,1.59,1.431,Canned Soup                   
3,38,Green Ribbon Canned Mixed Fruit                             ,42658990025,42658990025,1.31,1.179,Fruit                         
3,39,Green Ribbon Canned Peaches                                 ,33045791983,33045791983,3.11,2.799,Fruit                         
89,40,King Rosy Sunglasses                                        ,36527009606,36527009606,0.99,0.891,Specialty                     
103,41,Queen Eyeglass Screwdriver                                  ,86151577830,86151577830,0.89,0.801,Hardware                      
102,42,Queen City Map                                              ,89849260449,89849260449,2.82,2.538,Miscellaneous                 
15,43,Club Low Fat Cottage Cheese                                 ,18711594939,18711594939,1.67,1.503,Dairy                         
14,44,Club Low Fat Sour Cream                                     ,50668345093,50668345093,2.93,2.637,Dairy                         
14,45,Club Sour Cream                                             ,14866315722,14866315722,0.53,0.477,Dairy                         
11,46,Club Jack Cheese                                            ,82158702015,82158702015,3.44,3.096,Dairy                         
11,47,Club Muenster Cheese                                        ,39496569037,39496569037,2.57,2.313,Dairy                         
11,48,Club String Cheese                                          ,76026721596,76026721596,1.88,1.692,Dairy                         
11,49,Club Low Fat String Cheese                                  ,68700224757,68700224757,3.38,3.042,Dairy                         
11,50,Club Havarti Cheese                                         ,74468143582,74468143582,3.95,3.555,Dairy                         
11,51,Club Head Cheese                                            ,24898700118,24898700118,1.47,1.323,Dairy                         
11,52,Club Cheese Spread                                          ,66002255082,66002255082,2.17,1.953,Dairy                         
11,53,Club Sharp Cheddar Cheese                                   ,21053420901,21053420901,3.61,3.249,Dairy                         
11,54,Club Mild Cheddar Cheese                                    ,31394742131,31394742131,2.93,2.637,Dairy                         
15,55,Club Large Curd Cottage Cheese                              ,21781544089,21781544089,3.5,3.15,Dairy                         
76,56,Club 2% Milk                                                ,25262761712,25262761712,0.71,0.639,Dairy                         
76,57,Club Buttermilk                                             ,74887329936,74887329936,0.61,0.549,Dairy                         
76,58,Club Chocolate Milk                                         ,23704183697,23704183697,2.31,2.079,Dairy                         
76,59,Club 1% Milk                                                ,42566518187,42566518187,1.4,1.26,Dairy                         
76,60,Club Whole Milk                                             ,50621138215,50621138215,2.66,2.394,Dairy                         
6,61,Club Strawberry Yogurt                                      ,93602067828,93602067828,0.74,0.666,Dairy                         
6,62,Club Blueberry Yogurt                                       ,70894454121,70894454121,3.82,3.438,Dairy                         
81,63,Red Spade Chicken Hot Dogs                                  ,28232321143,28232321143,2.95,2.655,Meat                          
91,64,Red Spade Pimento Loaf                                      ,64762473702,64762473702,1.61,1.449,Meat                          
91,65,Red Spade Beef Bologna                                      ,57435976862,57435976862,3.76,3.384,Meat                          
91,66,Red Spade Low Fat Bologna                                   ,63203895688,63203895688,3.44,3.096,Meat                          
81,67,Red Spade Turkey Hot Dogs                                   ,25115165114,25115165114,1.86,1.674,Meat                          
81,68,Red Spade Foot-Long Hot Dogs                                ,90120850205,90120850205,3.56,3.204,Meat                          
16,69,Red Spade Low Fat Cole Slaw                                 ,21269885897,21269885897,3.1,2.79,Side Dishes                   
16,70,Red Spade Cole Slaw                                         ,42828248143,42828248143,0.97,0.873,Side Dishes                   
77,71,Red Spade Roasted Chicken                                   ,33215050101,33215050101,2.76,2.484,Meat                          
8,72,Red Spade Corned Beef                                       ,36696267724,36696267724,2.74,2.466,Meat                          
8,73,Red Spade Sliced Turkey                                     ,86320835947,86320835947,2.33,2.097,Meat                          
8,74,Red Spade Sliced Ham                                        ,35137689709,35137689709,1.57,1.413,Meat                          
16,75,Red Spade Potato Salad                                      ,54000024199,54000024199,0.68,0.612,Side Dishes                   
8,76,Red Spade Sliced Chicken                                    ,62054644227,62054644227,1.69,1.521,Meat                          
66,77,Blue Medal Small Brown Eggs                                 ,50154744982,50154744982,2.8,2.52,Eggs                          
66,78,Blue Medal Large Brown Eggs                                 ,27447131276,27447131276,2.19,1.971,Eggs                          
66,79,Blue Medal Small Eggs                                       ,39665827155,39665827155,1.32,1.188,Eggs                          
66,80,Blue Medal Large Eggs                                       ,76195979714,76195979714,3.63,3.267,Eggs                          
66,81,Blue Medal Egg Substitute                                   ,68869482874,68869482874,2.13,1.917,Eggs                          
34,82,Golden Low Fat Waffles                                      ,74637401700,74637401700,2.7,2.43,Breakfast Foods               
110,83,Golden Orange Popsicles                                     ,36548671126,36548671126,3.88,3.492,Frozen Desserts               
100,84,Golden Frozen Chicken Breast                                ,11554356217,11554356217,2.81,2.529,Meat                          
29,85,Golden Frozen Pancakes                                      ,32703391909,32703391909,1.36,1.224,Breakfast Foods               
63,86,Golden Low Fat French Fries                                 ,66946843266,66946843266,2.97,2.673,Vegetables                    
64,87,Golden Frozen Sausage Pizza                                 ,57333645224,57333645224,1.78,1.602,Pizza                         
34,88,Golden Blueberry Waffles                                    ,25695691704,25695691704,0.86,0.774,Breakfast Foods               
63,89,Golden Fajita French Fries                                  ,51418129801,51418129801,1.59,1.431,Vegetables                    
34,90,Golden Waffles                                              ,24137113690,24137113690,0.77,0.693,Breakfast Foods               
64,91,Golden Frozen Pepperoni Pizza                               ,42999448180,42999448180,2.68,2.412,Pizza                         
64,92,Golden Frozen Cheese Pizza                                  ,51054068207,51054068207,0.83,0.747,Pizza                         
64,93,Golden Frozen Mushroom Pizza                                ,39154168963,39154168963,0.96,0.864,Pizza                         
34,94,Golden Apple Cinnamon Waffles                               ,16446555256,16446555256,0.62,0.558,Breakfast Foods               
60,95,Golden Frozen Carrots                                       ,39882292151,39882292151,1.46,1.314,Vegetables                    
10,96,Golden Turkey TV Dinner                                     ,10314574837,10314574837,2.11,1.899,Frozen Entrees                
10,97,Golden Chicken TV Dinner                                    ,57605234980,57605234980,0.59,0.531,Frozen Entrees                
10,98,Golden Beef TV Dinner                                       ,63373153805,63373153805,1.83,1.647,Frozen Entrees                
28,99,Golden Pancake Mix                                          ,25284423232,25284423232,2.36,2.124,Breakfast Foods               
110,100,Golden Grape Popsicles                                      ,90290108323,90290108323,1.95,1.755,Frozen Desserts               
63,101,Golden Home Style French Fries                              ,21439144015,21439144015,0.72,0.648,Vegetables                    
110,102,Golden Lime Popsicles                                       ,55682595372,55682595372,2.45,2.205,Frozen Desserts               
9,103,Golden Ice Cream                                            ,46069397330,46069397330,0.95,0.855,Frozen Desserts               
9,104,Golden Ice Cream Sandwich                                   ,49550614953,49550614953,3.89,3.501,Frozen Desserts               
60,105,Golden Frozen Cauliflower                                   ,75273053050,75273053050,3.72,3.348,Vegetables                    
60,106,Golden Frozen Broccoli                                      ,36774995923,36774995923,2.96,2.664,Vegetables                    
60,107,Golden Frozen Corn                                          ,55637330412,55637330412,1.81,1.629,Vegetables                    
60,108,Golden Frozen Peas                                          ,63691950440,63691950440,2.19,1.971,Vegetables                    
9,109,Golden Popsicles                                            ,51792051196,51792051196,3.95,3.555,Frozen Desserts               
100,110,Golden Frozen Chicken Thighs                                ,29084437489,29084437489,2.35,2.115,Meat                          
100,111,Golden Frozen Chicken Wings                                 ,52520174384,52520174384,3.48,3.132,Meat                          
110,112,Golden Lemon Popsicles                                      ,89050326943,89050326943,1.13,1.017,Frozen Desserts               
78,113,Faux Products Silky Smooth Hair Conditioner                 ,15625960230,15625960230,2.29,2.061,Bathroom Products             
39,114,Faux Products Tartar Control Toothpaste                     ,21393879055,21393879055,0.92,0.828,Hygiene                       
39,115,Faux Products Whitening Toothpast                           ,14283847212,14283847212,0.65,0.585,Hygiene                       
39,116,Faux Products Toothpaste                                    ,79289532303,79289532303,3.97,3.573,Hygiene                       
39,117,Faux Products Deodorant                                     ,10438567996,10438567996,2.75,2.475,Hygiene                       
79,118,Faux Products Conditioning Shampoo                          ,44682019352,44682019352,1.48,1.332,Bathroom Products             
79,119,Faux Products Extra Moisture Shampoo                        ,35068821310,35068821310,2.28,2.052,Bathroom Products             
88,120,Faux Products Angled Toothbrush                             ,14647908806,14647908806,2.26,2.034,Bathroom Products             
79,121,Faux Products Apricot Shampoo                               ,64272477030,64272477030,2.98,2.682,Bathroom Products             
70,122,Faux Products Childrens Aspirin                             ,36991460919,36991460919,1.99,1.791,Pain Relievers                
70,123,Faux Products Buffered Aspirin                              ,31951665282,31951665282,3.84,3.456,Pain Relievers                
71,124,Faux Products 200 MG Ibuprofen                              ,52691374421,52691374421,1.21,1.089,Pain Relievers                
72,125,Faux Products 200 MG Acetominifen                           ,16889345049,16889345049,2.32,2.088,Pain Relievers                
73,126,Faux Products HCL Nasal Spray                               ,18083861470,18083861470,1.61,1.449,Decongestants                 
73,127,Faux Products Dishwasher Detergent                          ,41519598364,41519598364,1.74,1.566,Decongestants                 
75,128,Faux Products Multi-Symptom Cold Remedy                     ,78049750924,78049750924,0.53,0.477,Cold Remedies                 
75,129,Faux Products Childrens Cold Remedy                         ,94625384211,94625384211,1.55,1.395,Cold Remedies                 
74,130,Faux Products Laundry Detergent                             ,10393303036,10393303036,2.23,2.007,Bathroom Products             
74,131,Faux Products Mint Mouthwash                                ,62304572463,62304572463,2.4,2.16,Bathroom Products             
80,132,Denny 60 Watt Lightbulb                                     ,37310257554,37310257554,1.92,1.728,Electrical                    
56,133,Denny Plastic Forks                                         ,90229007601,90229007601,0.7,0.63,Plastic Products              
56,134,Denny Plastic Spoons                                        ,34472458958,34472458958,2.43,2.187,Plastic Products              
56,135,Denny Plastic Knives                                        ,24859260916,24859260916,3.89,3.501,Plastic Products              
101,136,Denny C-Size Batteries                                      ,94438348412,94438348412,3.87,3.483,Electrical                    
80,137,Denny 100 Watt Lightbulb                                    ,54062916636,54062916636,3.7,3.33,Electrical                    
101,138,Denny AAA-Size Batteries                                    ,26781900525,26781900525,2.7,2.43,Electrical                    
55,139,Denny Paper Plates                                          ,21742104887,21742104887,1.79,1.611,Paper Products                
55,140,Denny Paper Cups                                            ,53698855042,53698855042,1.82,1.638,Paper Products                
80,141,Denny 75 Watt Lightbulb                                     ,96679784655,96679784655,3.93,3.537,Electrical                    
22,142,Denny Toilet Bowl Cleaner                                   ,97874301075,97874301075,2.32,2.088,Cleaning Supplies             
22,143,Denny Counter Cleaner                                       ,31310037970,31310037970,2.46,2.214,Cleaning Supplies             
22,144,Denny Glass Cleaner                                         ,67840190529,67840190529,0.51,0.459,Cleaning Supplies             
80,145,Denny 25 Watt Lightbulb                                     ,84415823817,84415823817,2.27,2.043,Electrical                    
101,146,Denny AA-Size Batteries                                     ,90183742642,90183742642,3.83,3.447,Electrical                    
101,147,Denny D-Size Batteries                                      ,52095012068,52095012068,0.64,0.576,Electrical                    
18,148,Denny Paper Towels                                          ,27100697159,27100697159,3.95,3.555,Paper Products                
18,149,Denny Soft Napkins                                          ,48249732851,48249732851,2.49,2.241,Paper Products                
18,150,Denny Scented Tissue                                        ,45905964970,45905964970,3.45,3.105,Paper Products                
18,151,Denny Toilet Paper                                          ,36292766928,36292766928,2.91,2.619,Paper Products                
18,152,Denny Tissues                                               ,15871854424,15871854424,2.89,2.601,Paper Products                
18,153,Denny Scented Toilet Tissue                                 ,96475121378,96475121378,2.72,2.448,Paper Products                
20,154,Denny Room Freshener                                        ,69194105267,69194105267,1.96,1.764,Cleaning Supplies             
40,155,Denny Frying Pan                                            ,64154309630,64154309630,3.81,3.429,Kitchen Products              
87,156,Denny Copper Cleaner                                        ,96111059784,96111059784,0.55,0.495,Kitchen Products              
47,157,Denny Bees Wax Candles                                      ,60309030413,60309030413,2.95,2.655,Candles                       
87,158,Denny Silver Cleaner                                        ,37601416707,37601416707,1.58,1.422,Kitchen Products              
86,159,Denny Copper Pot Scrubber                                   ,84939283728,84939283728,1.71,1.539,Kitchen Products              
85,160,Denny Economy Toilet Brush                                  ,31469436287,31469436287,2.13,1.917,Bathroom Products             
41,161,Denny Scissors                                              ,24142939448,24142939448,1.52,1.368,Hardware                      
42,162,Denny Large Sponge                                          ,18693817257,18693817257,2.85,2.565,Kitchen Products              
41,163,Denny Screw Driver                                          ,94507216811,94507216811,2.38,2.142,Hardware                      
65,164,Ship Shape Extra Lean Hamburger                             ,69512901902,69512901902,2.97,2.673,Meat                          
65,165,Ship Shape Seasoned Hamburger                               ,90661937594,90661937594,1.75,1.575,Meat                          
104,166,Robust Monthly Sports Magazine                              ,11003258824,11003258824,2.47,2.223,Magazines                     
108,167,Robust Monthly Auto Magazine                                ,91390060782,91390060782,0.6,0.54,Magazines                     
107,168,Robust Monthly Computer Magazine                            ,94871278405,94871278405,1.26,1.134,Magazines                     
105,169,Robust Monthly Home Magazine                                ,54495846629,54495846629,1.98,1.782,Magazines                     
106,170,Robust Monthly Fashion Magazine                             ,57929857373,57929857373,3.2,2.88,Magazines                     
61,171,High Top Summer Squash                                      ,76792191863,76792191863,2.95,2.655,Vegetables                    
61,172,High Top Corn on the Cob                                    ,18748942017,18748942017,3.32,2.988,Vegetables                    
61,173,High Top Asparagus                                          ,72946912646,72946912646,1.43,1.287,Vegetables                    
61,174,High Top Sweet Peas                                         ,50239298939,50239298939,1.71,1.539,Vegetables                    
61,175,High Top New Potatos                                        ,97577165961,97577165961,3.85,3.465,Vegetables                    
61,176,High Top Beets                                              ,44107318520,44107318520,2.27,2.043,Vegetables                    
61,177,High Top Prepared Salad                                     ,36780821681,36780821681,1.66,1.494,Vegetables                    
61,178,High Top Onions                                             ,42548740506,42548740506,1.33,1.197,Vegetables                    
61,179,High Top Green Pepper                                       ,83242968916,83242968916,2.75,2.475,Vegetables                    
61,180,High Top Shitake Mushrooms                                  ,34346523880,34346523880,0.69,0.621,Vegetables                    
61,181,High Top Lettuce                                            ,79397689700,79397689700,0.93,0.837,Vegetables                    
61,182,High Top Elephant Garlic                                    ,89739010930,89739010930,1.84,1.656,Vegetables                    
61,183,High Top Red Pepper                                         ,80125812888,80125812888,2.41,2.169,Vegetables                    
61,184,High Top Garlic                                             ,83607030510,83607030510,3.4,3.06,Vegetables                    
61,185,High Top Potatos                                            ,43231598734,43231598734,0.57,0.513,Vegetables                    
61,186,High Top Cauliflower                                        ,82048452496,82048452496,2.23,2.007,Vegetables                    
61,187,High Top Tomatos                                            ,10910786986,10910786986,1.32,1.188,Vegetables                    
61,188,High Top Mushrooms                                          ,18965407013,18965407013,2.58,2.322,Vegetables                    
61,189,High Top Baby Onion                                         ,61946336627,61946336627,3.45,3.105,Vegetables                    
61,190,High Top Dried Mushrooms                                    ,39238722920,39238722920,3.74,3.366,Vegetables                    
61,191,High Top Fresh Lima Beans                                   ,86576589941,86576589941,2.87,2.583,Vegetables                    
61,192,High Top Squash                                             ,33106742501,33106742501,1.52,1.368,Vegetables                    
99,193,High Top Limes                                              ,25780245661,25780245661,3.68,3.312,Fruit                         
67,194,High Top Firm Tofu                                          ,31548164486,31548164486,3.36,3.024,Packaged Vegetables           
1,195,High Top Almonds                                            ,83459433913,83459433913,1.77,1.593,Specialty                     
99,196,High Top Macintosh Apples                                   ,58465119004,58465119004,2.47,2.223,Fruit                         
99,197,High Top Golden Delcious Apples                             ,79614154696,79614154696,2.91,2.619,Fruit                         
99,198,High Top Red Delcious Apples                                ,78738434910,78738434910,0.92,0.828,Fruit                         
99,199,High Top Lemons                                             ,69125236868,69125236868,1.67,1.503,Fruit                         
99,200,High Top Fancy Plums                                        ,72606454491,72606454491,2.65,2.385,Fruit                         
99,201,High Top Plums                                              ,32231022715,32231022715,2.25,2.025,Fruit                         
99,202,High Top Peaches                                            ,71047876477,71047876477,1.49,1.341,Fruit                         
61,203,High Top Broccoli                                           ,89910210967,89910210967,0.63,0.567,Vegetables                    
99,204,High Top Mandarin Oranges                                   ,97964830994,97964830994,1.6,1.44,Fruit                         
1,205,High Top Mixed Nuts                                         ,86064931750,86064931750,2.71,2.439,Specialty                     
1,206,High Top Canned Peanuts                                     ,50672228932,50672228932,2.11,1.899,Specialty                     
61,207,High Top Sweet Onion                                        ,98010095953,98010095953,1.24,1.116,Vegetables                    
99,208,High Top Cantelope                                          ,44540248513,44540248513,2.47,2.223,Fruit                         
99,209,High Top Honey Dew                                          ,37213751673,37213751673,1.87,1.683,Fruit                         
99,210,High Top Fuji Apples                                        ,42981670498,42981670498,1.54,1.386,Fruit                         
1,211,High Top Walnuts                                            ,94892939925,94892939925,2.72,2.448,Specialty                     
99,212,High Top Oranges                                            ,69898625016,69898625016,1.66,1.494,Fruit                         
99,213,High Top Tangerines                                         ,91047660708,91047660708,0.56,0.504,Fruit                         
1,214,High Top Party Nuts                                         ,35291112065,35291112065,2.82,2.538,Specialty                     
24,215,Tip Top Lox                                                 ,80295071005,80295071005,0.79,0.711,Seafood                       
2,216,Tip Top Scallops                                            ,83776288628,83776288628,3.6,3.24,Seafood                       
45,217,Best Choice Low Fat Cookies                                 ,19498726725,19498726725,0.68,0.612,Snack Foods                   
12,218,Best Choice BBQ Potato Chips                                ,82217710614,82217710614,3.44,3.096,Snack Foods                   
12,219,Best Choice Corn Chips                                      ,11080045104,11080045104,2.52,2.268,Snack Foods                   
12,220,Best Choice Low Fat BBQ Chips                               ,19134665131,19134665131,2.55,2.295,Snack Foods                   
45,221,Best Choice Sugar Cookies                                   ,97234765887,97234765887,3.66,3.294,Snack Foods                   
45,222,Best Choice Chocolate Chip Cookies                          ,74527152180,74527152180,3.95,3.555,Snack Foods                   
45,223,Best Choice Fudge Cookies                                   ,97962889075,97962889075,3.19,2.871,Snack Foods                   
45,224,Best Choice Fudge Brownies                                  ,33276000618,33276000618,1.73,1.557,Snack Foods                   
12,225,Best Choice Potato Chips                                    ,25949503779,25949503779,3.89,3.501,Snack Foods                   
45,226,Best Choice Lemon Cookies                                   ,31717422604,31717422604,0.76,0.684,Snack Foods                   
45,227,Best Choice Graham Crackers                                 ,83628692030,83628692030,1.98,1.782,Snack Foods                   
82,228,Best Choice Cheese Crackers                                 ,58634377121,58634377121,0.82,0.738,Snack Foods                   
54,229,Best Choice Buttered Popcorn                                ,79783412814,79783412814,2.23,2.007,Snack Foods                   
54,230,Best Choice No Salt Popcorn                                 ,24026864171,24026864171,1.19,1.071,Snack Foods                   
54,231,Best Choice Low Fat Popcorn                                 ,14413666129,14413666129,2.65,2.385,Snack Foods                   
83,232,Best Choice Salsa Dip                                       ,17894883751,17894883751,2.63,2.367,Snack Foods                   
83,233,Best Choice Avocado Dip                                     ,98498150706,98498150706,2.46,2.214,Snack Foods                   
46,234,Best Choice Salted Pretzels                                 ,71217134594,71217134594,2.7,2.43,Snack Foods                   
83,235,Best Choice Cheese Dip                                      ,90079469084,90079469084,3.55,3.195,Snack Foods                   
83,236,Best Choice Fondue Mix                                      ,98134089112,98134089112,1.81,1.629,Snack Foods                   
84,237,Best Choice Mini Donuts                                     ,86234189867,86234189867,2.68,2.412,Snack Foods                   
17,238,Best Choice Beef Jerky                                      ,63526576161,63526576161,1.97,1.773,Snack Foods                   
84,239,Best Choice Chocolate Donuts                                ,86962313055,86962313055,2.21,1.989,Snack Foods                   
12,240,Best Choice Low Fat Chips                                   ,33492465615,33492465615,0.86,0.774,Snack Foods                   
82,241,Best Choice Sesame Crackers                                 ,50068098902,50068098902,2.91,2.619,Snack Foods                   
45,242,Best Choice Frosted Cookies                                 ,20716846585,20716846585,2.59,2.331,Snack Foods                   
109,243,Best Choice Dried Apples                                    ,72628116011,72628116011,2.11,1.899,Snack Foods                   
109,244,Best Choice Apple Fruit Roll                                ,47633801102,47633801102,2.7,2.43,Snack Foods                   
109,245,Best Choice Strawberry Fruit Roll                           ,68782836794,68782836794,1.49,1.341,Snack Foods                   
109,246,Best Choice Raspberry Fruit Roll                            ,13026288151,13026288151,3.21,2.889,Snack Foods                   
109,247,Best Choice Grape Fruit Roll                                ,93413090109,93413090109,1.78,1.602,Snack Foods                   
109,248,Best Choice Dried Dates                                     ,72992177605,72992177605,0.86,0.774,Snack Foods                   
109,249,Best Choice Raisins                                         ,32616745829,32616745829,1.59,1.431,Snack Foods                   
109,250,Best Choice Golden Raisins                                  ,95335729718,95335729718,2.59,2.331,Snack Foods                   
109,251,Best Choice Dried Apricots                                  ,78815221190,78815221190,2.44,2.196,Snack Foods                   
84,252,Best Choice Frosted Donuts                                  ,20771971344,20771971344,2.71,2.439,Snack Foods                   
36,253,Choice Tasty Candy Bar                                      ,74969941973,74969941973,0.89,0.801,Candy                         
36,254,Choice Mint Chocolate Bar                                   ,76164458394,76164458394,0.56,0.504,Candy                         
36,255,Choice Malted Milk Balls                                    ,99600195288,99600195288,0.64,0.576,Candy                         
36,256,Choice Semi-Sweet Chocolate Bar                             ,46130347847,46130347847,2.65,2.385,Candy                         
37,257,Choice Bubble Gum                                           ,62705981135,62705981135,0.53,0.477,Candy                         
38,258,Choice Spicy Mints                                          ,68473899960,68473899960,1.72,1.548,Candy                         
38,259,Choice Mints                                                ,61363868117,61363868117,1.9,1.71,Candy                         
36,260,Choice White Chocolate Bar                                  ,36369553208,36369553208,1.84,1.656,Candy                         
5,261,Medalist Ravioli                                            ,57518588900,57518588900,3.38,3.042,Starchy Foods                 
5,262,Medalist Manicotti                                          ,91762040257,91762040257,1.34,1.206,Starchy Foods                 
5,263,Medalist Spaghetti                                          ,82148842215,82148842215,3.8,3.42,Starchy Foods                 
57,264,Medalist Thai Rice                                          ,61727929711,61727929711,2.78,2.502,Starchy Foods                 
57,265,Medalist Rice Medly                                         ,21352497935,21352497935,3.61,3.249,Starchy Foods                 
43,266,Good Imported Beer                                          ,84071481823,84071481823,1.62,1.458,Beer and Wine                 
44,267,Good Light Wine                                             ,79031686186,79031686186,0.83,0.747,Beer and Wine                 
44,268,Good Chardonnay Wine                                        ,99771395325,99771395325,1.73,1.557,Beer and Wine                 
44,269,Good Chablis Wine                                           ,63969365954,63969365954,2.84,2.556,Beer and Wine                 
44,270,Good Merlot Wine                                            ,65163882374,65163882374,2.24,2.016,Beer and Wine                 
44,271,Good Chardonnay                                             ,88599619269,88599619269,2.37,2.133,Beer and Wine                 
44,272,Good White Zinfandel Wine                                   ,35129771828,35129771828,3.91,3.519,Beer and Wine                 
43,273,Good Light Beer                                             ,51705405116,51705405116,2.18,1.962,Beer and Wine                 
27,274,Great Pumpernickel Bread                                    ,57473323941,57473323941,3.74,3.366,Bread                         
27,275,Great White Bread                                           ,19384593367,19384593367,3.27,2.943,Bread                         
27,276,Great Rye Bread                                             ,84390278458,84390278458,3.86,3.474,Bread                         
26,277,Great English Muffins                                       ,68952094912,68952094912,2.41,2.169,Bread                         
26,278,Great Cranberry Muffins                                     ,13195546269,13195546269,3.36,3.024,Bread                         
26,279,Great Muffins                                               ,93582348227,93582348227,2.82,2.538,Bread                         
25,280,Great Bagels                                                ,73161435723,73161435723,1.81,1.629,Bread                         
26,281,Great Blueberry Muffins                                     ,32786003947,32786003947,2.63,2.367,Bread                         
27,282,Great Wheat Bread                                           ,95504987835,95504987835,0.93,0.837,Bread                         
49,283,Super Sesame Oil                                            ,90465192198,90465192198,2.73,2.457,Baking Goods                  
53,284,Super Chunky Peanut Butter                                  ,32421942353,32421942353,0.99,0.891,Jams and Jellies              
51,285,Super Hot Chocolate                                         ,86619912981,86619912981,1.86,1.674,Hot Beverages                 
50,286,Super Brown Sugar                                           ,63912299275,63912299275,1.42,1.278,Baking Goods                  
50,287,Super White Sugar                                           ,10033125281,10033125281,1.56,1.404,Baking Goods                  
90,288,Super French Roast Coffee                                   ,46563277840,46563277840,2.86,2.574,Hot Beverages                 
90,289,Super Decaf Coffee                                          ,39236781001,39236781001,1.37,1.233,Hot Beverages                 
90,290,Super Regular Coffee                                        ,45004699826,45004699826,1.7,1.53,Hot Beverages                 
49,291,Super Vegetable Oil                                         ,30818099379,30818099379,2.22,1.998,Baking Goods                  
49,292,Super Corn Oil                                              ,95823784470,95823784470,1.81,1.629,Baking Goods                  
48,293,Super Tomato Sauce                                          ,26972820162,26972820162,1.6,1.44,Baking Goods                  
49,294,Super Canola Oil                                            ,37314141392,37314141392,1.32,1.188,Baking Goods                  
33,295,Super Grape Preserves                                       ,27700943350,27700943350,3.12,2.808,Jams and Jellies              
